기준일시,공급능력(kW),현재수요(kW),신재생총합(kW),신재생태양광(kW),신재생풍력(kW)
2024-11-28 00:00:00,1438000.0,691000.0,232657.0,0.0,217701.0
2024-11-28 00:05:00,1421000.0,694000.0,218455.0,0.0,205682.0
2024-11-28 00:10:00,1416000.0,685000.0,207278.0,0.0,193975.0
2024-11-28 00:15:00,1422000.0,680000.0,214514.0,0.0,200966.0
2024-11-28 00:20:00,1406000.0,673000.0,199984.0,0.0,187055.0
2024-11-28 00:25:00,1396000.0,670000.0,192116.0,0.0,178324.0
2024-11-28 00:30:00,1404000.0,667000.0,196884.0,0.0,184864.0
2024-11-28 00:35:00,1404000.0,663000.0,195372.0,0.0,181326.0
2024-11-28 00:40:00,1402000.0,654000.0,196738.0,0.0,184570.0
2024-11-28 00:45:00,1405000.0,659000.0,198738.0,0.0,186237.0
2024-11-28 00:50:00,1412000.0,655000.0,207873.0,0.0,193743.0
2024-11-28 00:55:00,1419000.0,656000.0,211261.0,0.0,198300.0
2024-11-28 01:00:00,1423000.0,650000.0,220058.0,0.0,206819.0
2024-11-28 01:05:00,1410000.0,650000.0,202178.0,0.0,187910.0
2024-11-28 01:10:00,1390000.0,631000.0,186170.0,0.0,173792.0
2024-11-28 01:15:00,1396000.0,637000.0,192571.0,0.0,177726.0
2024-11-28 01:20:00,1410000.0,639000.0,206424.0,0.0,194342.0
2024-11-28 01:25:00,1427000.0,635000.0,224635.0,0.0,212549.0
2024-11-28 01:30:00,1426000.0,630000.0,218422.0,0.0,203740.0
2024-11-28 01:35:00,1420000.0,630000.0,218468.0,0.0,206485.0
2024-11-28 01:40:00,1416000.0,627000.0,211884.0,0.0,199883.0
2024-11-28 01:45:00,1398000.0,625000.0,192755.0,0.0,180307.0
2024-11-28 01:50:00,1392000.0,627000.0,187296.0,0.0,173320.0
2024-11-28 01:55:00,1393000.0,623000.0,190093.0,0.0,177947.0
2024-11-28 02:00:00,1409000.0,620000.0,205064.0,0.0,191561.0
2024-11-28 02:05:00,1417000.0,616000.0,212878.0,0.0,200364.0
2024-11-28 02:10:00,1421000.0,620000.0,215998.0,0.0,203925.0
2024-11-28 02:15:00,1427000.0,620000.0,222662.0,0.0,210578.0
2024-11-28 02:20:00,1420000.0,617000.0,214857.0,0.0,202408.0
2024-11-28 02:25:00,1393000.0,614000.0,188381.0,0.0,176261.0
2024-11-28 02:30:00,1410000.0,612000.0,202833.0,0.0,190647.0
2024-11-28 02:35:00,1392000.0,609000.0,186578.0,0.0,174467.0
2024-11-28 02:40:00,1389000.0,608000.0,182170.0,0.0,169963.0
2024-11-28 02:45:00,1403000.0,602000.0,200213.0,0.0,188086.0
2024-11-28 02:50:00,1416000.0,605000.0,211323.0,0.0,199262.0
2024-11-28 02:55:00,1411000.0,608000.0,204739.0,0.0,191893.0
2024-11-28 03:00:00,1416000.0,609000.0,210414.0,0.0,196613.0
2024-11-28 03:05:00,1411000.0,606000.0,207332.0,0.0,195374.0
2024-11-28 03:10:00,1409000.0,603000.0,203584.0,0.0,191683.0
2024-11-28 03:15:00,1414000.0,603000.0,210138.0,0.0,198236.0
2024-11-28 03:20:00,1406000.0,601000.0,202851.0,0.0,191012.0
2024-11-28 03:25:00,1419000.0,601000.0,212965.0,0.0,200232.0
2024-11-28 03:30:00,1419000.0,602000.0,213207.0,0.0,199001.0
2024-11-28 03:35:00,1411000.0,604000.0,207218.0,0.0,195475.0
2024-11-28 03:40:00,1409000.0,598000.0,204468.0,0.0,190450.0
2024-11-28 03:45:00,1412000.0,595000.0,208358.0,0.0,193758.0
2024-11-28 03:50:00,1410000.0,596000.0,203285.0,0.0,191536.0
2024-11-28 03:55:00,1412000.0,601000.0,206738.0,0.0,194980.0
2024-11-28 04:00:00,1412000.0,601000.0,208010.0,0.0,194026.0
2024-11-28 04:05:00,1406000.0,590000.0,200959.0,0.0,188496.0
2024-11-28 04:10:00,1433000.0,597000.0,224344.0,0.0,210918.0
2024-11-28 04:15:00,1435000.0,597000.0,228620.0,0.0,215582.0
2024-11-28 04:20:00,1434000.0,598000.0,229648.0,0.0,217756.0
2024-11-28 04:25:00,1439000.0,597000.0,238094.0,0.0,223372.0
2024-11-28 04:30:00,1428000.0,603000.0,223573.0,0.0,211615.0
2024-11-28 04:35:00,1439000.0,602000.0,235345.0,0.0,222194.0
2024-11-28 04:40:00,1422000.0,605000.0,219337.0,0.0,205764.0
2024-11-28 04:45:00,1407000.0,602000.0,199441.0,0.0,187429.0
2024-11-28 04:50:00,1423000.0,601000.0,220082.0,0.0,208195.0
2024-11-28 04:55:00,1428000.0,603000.0,222412.0,0.0,209205.0
2024-11-28 05:00:00,1441000.0,605000.0,235242.0,0.0,220521.0
2024-11-28 05:05:00,1461000.0,612000.0,255512.0,0.0,243753.0
2024-11-28 05:10:00,1474000.0,616000.0,269024.0,0.0,254445.0
2024-11-28 05:15:00,1482000.0,620000.0,276404.0,0.0,262285.0
2024-11-28 05:20:00,1466000.0,618000.0,260415.0,0.0,248597.0
2024-11-28 05:25:00,1472000.0,621000.0,267768.0,0.0,254510.0
2024-11-28 05:30:00,1462000.0,626000.0,256366.0,0.0,243703.0
2024-11-28 05:35:00,1444000.0,629000.0,239665.0,0.0,227361.0
2024-11-28 05:40:00,1458000.0,629000.0,253168.0,0.0,240060.0
2024-11-28 05:45:00,1458000.0,630000.0,253402.0,0.0,240876.0
2024-11-28 05:50:00,1457000.0,637000.0,251500.0,0.0,237793.0
2024-11-28 05:55:00,1452000.0,639000.0,246267.0,0.0,234493.0
2024-11-28 06:00:00,1419000.0,634000.0,212592.0,0.0,199983.0
2024-11-28 06:05:00,1415000.0,639000.0,212401.0,0.0,200561.0
2024-11-28 06:10:00,1396000.0,648000.0,192729.0,0.0,180881.0
2024-11-28 06:15:00,1397000.0,652000.0,193955.0,0.0,181603.0
2024-11-28 06:20:00,1391000.0,649000.0,187249.0,0.0,175582.0
2024-11-28 06:25:00,1381000.0,653000.0,177534.0,0.0,165847.0
2024-11-28 06:30:00,1380000.0,662000.0,175042.0,0.0,163302.0
2024-11-28 06:35:00,1367000.0,662000.0,163771.0,0.0,151897.0
2024-11-28 06:40:00,1366000.0,671000.0,161833.0,0.0,148925.0
2024-11-28 06:45:00,1360000.0,669000.0,158147.0,0.0,146346.0
2024-11-28 06:50:00,1353000.0,680000.0,148793.0,0.0,134992.0
2024-11-28 06:55:00,1354000.0,677000.0,150291.0,0.0,138598.0
2024-11-28 07:00:00,1338000.0,689000.0,133543.0,0.0,121759.0
2024-11-28 07:05:00,1357000.0,693000.0,156702.0,0.0,142259.0
2024-11-28 07:10:00,1353000.0,690000.0,151426.0,0.0,139673.0
2024-11-28 07:15:00,1363000.0,697000.0,159468.0,0.0,147831.0
2024-11-28 07:20:00,1367000.0,695000.0,163721.0,0.0,149261.0
2024-11-28 07:25:00,1365000.0,702000.0,164044.0,0.0,151178.0
2024-11-28 07:30:00,1377000.0,705000.0,175068.0,0.0,163090.0
2024-11-28 07:35:00,1378000.0,711000.0,176438.0,0.0,161823.0
2024-11-28 07:40:00,1377000.0,706000.0,174699.0,1575.71,159720.0
2024-11-28 07:45:00,1394000.0,715000.0,192586.0,3116.83,177718.0
2024-11-28 07:50:00,1380000.0,720000.0,182078.0,5116.05,165221.0
2024-11-28 07:55:00,1387000.0,727000.0,184518.0,7324.02,162639.0
2024-11-28 08:00:00,1385000.0,730000.0,182291.0,8772.63,159945.0
2024-11-28 08:05:00,1339000.0,736000.0,170326.0,10383.6,148222.0
2024-11-28 08:10:00,1320000.0,739000.0,152825.0,12489.7,126148.0
2024-11-28 08:15:00,1320000.0,732000.0,152459.0,16102.8,121674.0
2024-11-28 08:20:00,1298000.0,733000.0,128887.0,19071.0,98105.5
2024-11-28 08:25:00,1291000.0,726000.0,123345.0,21998.0,89452.3
2024-11-28 08:30:00,1311000.0,735000.0,144456.0,26201.0,103630.0
2024-11-28 08:35:00,1324000.0,721000.0,156860.0,29512.6,115156.0
2024-11-28 08:40:00,1339000.0,707000.0,172360.0,33704.8,124645.0
2024-11-28 08:45:00,1349000.0,701000.0,180994.0,39928.8,127699.0
2024-11-28 08:50:00,1339000.0,700000.0,172399.0,50127.0,110420.0
2024-11-28 08:55:00,1364000.0,707000.0,199221.0,59496.6,127335.0
2024-11-28 09:00:00,1401000.0,716000.0,233951.0,71670.1,149271.0
2024-11-28 09:05:00,1410000.0,729000.0,241279.0,80338.8,147904.0
2024-11-28 09:10:00,1410000.0,720000.0,244415.0,85795.3,145570.0
2024-11-28 09:15:00,1409000.0,726000.0,243284.0,91151.8,138818.0
2024-11-28 09:20:00,1416000.0,724000.0,250447.0,95125.1,141971.0
2024-11-28 09:25:00,1421000.0,728000.0,256732.0,99450.1,145549.0
2024-11-28 09:30:00,1403000.0,759000.0,237001.0,105822.0,119594.0
2024-11-28 09:35:00,1366000.0,768000.0,199558.0,107213.0,77879.9
2024-11-28 09:40:00,1434000.0,773000.0,268985.0,107074.0,148831.0
2024-11-28 09:45:00,1449000.0,800000.0,282738.0,102376.0,168657.0
2024-11-28 09:50:00,1462000.0,807000.0,295686.0,93994.0,188011.0
2024-11-28 09:55:00,1427000.0,787000.0,259709.0,86161.2,161727.0
2024-11-28 10:00:00,1429000.0,765000.0,263666.0,79596.4,170864.0
2024-11-28 10:05:00,1443000.0,740000.0,275238.0,76065.4,185948.0
2024-11-28 10:10:00,1438000.0,746000.0,271765.0,80053.2,180904.0
2024-11-28 10:15:00,1424000.0,719000.0,253813.0,86430.2,153001.0
2024-11-28 10:20:00,1377000.0,649000.0,210633.0,88034.2,110433.0
2024-11-28 10:25:00,1373000.0,594000.0,207701.0,96678.7,97083.0
2024-11-28 10:30:00,1378000.0,611000.0,212873.0,118494.0,80102.9
2024-11-28 10:35:00,1408000.0,648000.0,241522.0,147952.0,80551.8
2024-11-28 10:40:00,1474000.0,726000.0,305884.0,176614.0,115256.0
2024-11-28 10:45:00,1475000.0,766000.0,308874.0,188074.0,108890.0
2024-11-28 10:50:00,1493000.0,780000.0,327496.0,184018.0,131643.0
2024-11-28 10:55:00,1502000.0,770000.0,338437.0,161474.0,163835.0
2024-11-28 11:00:00,1479000.0,832000.0,312070.0,148139.0,149711.0
2024-11-28 11:05:00,1480000.0,876000.0,318867.0,140514.0,167876.0
2024-11-28 11:10:00,1479000.0,887000.0,314542.0,124472.0,179449.0
2024-11-28 11:15:00,1455000.0,858000.0,291827.0,86200.9,192422.0
2024-11-28 11:20:00,1431000.0,839000.0,268184.0,62624.4,195061.0
2024-11-28 11:25:00,1425000.0,824000.0,261541.0,48932.6,202138.0
2024-11-28 11:30:00,1350000.0,801000.0,185352.0,40579.4,133331.0
2024-11-28 11:35:00,1339000.0,766000.0,177263.0,36921.5,127160.0
2024-11-28 11:40:00,1342000.0,744000.0,180387.0,39915.6,130018.0
2024-11-28 11:45:00,1342000.0,712000.0,177549.0,51537.7,114277.0
2024-11-28 11:50:00,1381000.0,689000.0,221028.0,66804.8,141892.0
2024-11-28 11:55:00,1395000.0,697000.0,232774.0,82241.2,140081.0
2024-11-28 12:00:00,1404000.0,719000.0,240900.0,100738.0,128354.0
2024-11-28 12:05:00,1438000.0,710000.0,239912.0,111676.0,115490.0
2024-11-28 12:10:00,1469000.0,706000.0,272531.0,116741.0,144299.0
2024-11-28 12:15:00,1487000.0,737000.0,287203.0,119616.0,156354.0
2024-11-28 12:20:00,1487000.0,758000.0,290849.0,124149.0,154849.0
2024-11-28 12:25:00,1490000.0,783000.0,293196.0,131966.0,150310.0
2024-11-28 12:30:00,1488000.0,766000.0,288656.0,118416.0,158069.0
2024-11-28 12:35:00,1473000.0,782000.0,274862.0,107331.0,156481.0
2024-11-28 12:40:00,1479000.0,807000.0,282006.0,102193.0,167081.0
2024-11-28 12:45:00,1498000.0,844000.0,297403.0,101792.0,185120.0
2024-11-28 12:50:00,1461000.0,811000.0,261317.0,92814.9,157162.0
2024-11-28 12:55:00,1431000.0,760000.0,232654.0,75571.3,144020.0
2024-11-28 13:00:00,1450000.0,719000.0,253114.0,64813.9,177921.0
2024-11-28 13:05:00,1442000.0,714000.0,237327.0,75419.7,151465.0
2024-11-28 13:10:00,1477000.0,731000.0,276949.0,98857.2,166631.0
2024-11-28 13:15:00,1462000.0,706000.0,260789.0,108376.0,140012.0
2024-11-28 13:20:00,1475000.0,695000.0,272816.0,114940.0,147458.0
2024-11-28 13:25:00,1459000.0,684000.0,254388.0,120443.0,122234.0
2024-11-28 13:30:00,1447000.0,682000.0,246216.0,131333.0,102972.0
2024-11-28 13:35:00,1492000.0,671000.0,297706.0,142635.0,144605.0
2024-11-28 13:40:00,1517000.0,691000.0,314792.0,156855.0,147468.0
2024-11-28 13:45:00,1490000.0,707000.0,291269.0,161261.0,119158.0
2024-11-28 13:50:00,1520000.0,722000.0,317098.0,167985.0,137442.0
2024-11-28 13:55:00,1520000.0,799000.0,318772.0,171413.0,136930.0
2024-11-28 14:00:00,1540000.0,834000.0,339675.0,164272.0,164151.0
2024-11-28 14:05:00,1529000.0,825000.0,327767.0,144969.0,170246.0
2024-11-28 14:10:00,1459000.0,782000.0,257725.0,106760.0,140196.0
2024-11-28 14:15:00,1460000.0,752000.0,260032.0,88273.7,160108.0
2024-11-28 14:20:00,1492000.0,764000.0,289970.0,83681.3,194578.0
2024-11-28 14:25:00,1503000.0,797000.0,307407.0,85894.9,211193.0
2024-11-28 14:30:00,1523000.0,803000.0,320907.0,89422.6,219371.0
2024-11-28 14:35:00,1527000.0,784000.0,327519.0,78959.6,237199.0
2024-11-28 14:40:00,1513000.0,765000.0,314899.0,69628.2,234953.0
2024-11-28 14:45:00,1516000.0,779000.0,317861.0,66748.5,239482.0
2024-11-28 14:50:00,1458000.0,785000.0,256605.0,68048.8,177025.0
2024-11-28 14:55:00,1441000.0,760000.0,236775.0,64924.1,161462.0
2024-11-28 15:00:00,1454000.0,768000.0,255341.0,62076.8,182892.0
2024-11-28 15:05:00,1476000.0,798000.0,276049.0,62489.9,201118.0
2024-11-28 15:10:00,1472000.0,816000.0,275130.0,62587.2,202113.0
2024-11-28 15:15:00,1494000.0,828000.0,288654.0,58612.4,219670.0
2024-11-28 15:20:00,1495000.0,813000.0,286780.0,43588.9,232782.0
2024-11-28 15:25:00,1485000.0,811000.0,282236.0,34603.7,237183.0
2024-11-28 15:30:00,1469000.0,808000.0,268187.0,26985.6,229958.0
2024-11-28 15:35:00,1451000.0,790000.0,248883.0,23013.8,214609.0
2024-11-28 15:40:00,1453000.0,794000.0,250496.0,21966.2,216806.0
2024-11-28 15:45:00,1482000.0,811000.0,278481.0,23436.5,241911.0
2024-11-28 15:50:00,1465000.0,811000.0,262890.0,24335.5,228113.0
2024-11-28 15:55:00,1462000.0,814000.0,262068.0,21954.7,229684.0
2024-11-28 16:00:00,1458000.0,811000.0,254741.0,18483.6,224427.0
2024-11-28 16:05:00,1475000.0,820000.0,256404.0,14987.6,230547.0
2024-11-28 16:10:00,1439000.0,823000.0,221563.0,12039.5,199082.0
2024-11-28 16:15:00,1437000.0,817000.0,220202.0,10115.2,197635.0
2024-11-28 16:20:00,1432000.0,823000.0,214411.0,7800.41,195668.0
2024-11-28 16:25:00,1437000.0,828000.0,218729.0,7122.93,201177.0
2024-11-28 16:30:00,1452000.0,828000.0,235298.0,6616.88,217652.0
2024-11-28 16:35:00,1452000.0,831000.0,233684.0,5751.03,216449.0
2024-11-28 16:40:00,1448000.0,827000.0,225837.0,5307.66,209059.0
2024-11-28 16:45:00,1454000.0,833000.0,236547.0,5391.62,220686.0
2024-11-28 16:50:00,1440000.0,841000.0,222652.0,4625.63,207053.0
2024-11-28 16:55:00,1444000.0,842000.0,226858.0,3984.2,211884.0
2024-11-28 17:00:00,1455000.0,839000.0,236017.0,2875.09,221722.0
2024-11-28 17:05:00,1444000.0,842000.0,225417.0,2251.27,212759.0
2024-11-28 17:10:00,1448000.0,847000.0,229221.0,1770.18,215501.0
2024-11-28 17:15:00,1455000.0,845000.0,237479.0,1647.39,224360.0
2024-11-28 17:20:00,1482000.0,847000.0,263473.0,1790.5,251185.0
2024-11-28 17:25:00,1481000.0,855000.0,263436.0,1399.91,250577.0
2024-11-28 17:30:00,1460000.0,859000.0,240062.0,1192.14,226489.0
2024-11-28 17:35:00,1475000.0,856000.0,259542.0,1078.6,247932.0
2024-11-28 17:40:00,1483000.0,854000.0,265299.0,1041.07,253710.0
2024-11-28 17:45:00,1485000.0,855000.0,266389.0,1046.3,252281.0
2024-11-28 17:50:00,1469000.0,857000.0,253210.0,1016.26,241336.0
2024-11-28 17:55:00,1468000.0,856000.0,251115.0,0.0,239652.0
2024-11-28 18:00:00,1472000.0,856000.0,253853.0,0.0,241254.0
2024-11-28 18:05:00,1501000.0,856000.0,284564.0,0.0,270680.0
2024-11-28 18:10:00,1491000.0,853000.0,274150.0,0.0,262801.0
2024-11-28 18:15:00,1476000.0,857000.0,256857.0,1122.29,243495.0
2024-11-28 18:20:00,1496000.0,861000.0,278926.0,2035.44,263639.0
2024-11-28 18:25:00,1505000.0,854000.0,285054.0,2536.99,271828.0
2024-11-28 18:30:00,1508000.0,854000.0,289562.0,2487.7,275676.0
