기준일시,공급능력(kW),현재수요(kW),신재생총합(kW),신재생태양광(kW),신재생풍력(kW)
2025-01-05 00:00:00,1229000.0,743000.0,7365.76,1100.5,4661.11
2025-01-05 00:05:00,1228000.0,740000.0,6181.54,0.0,4532.64
2025-01-05 00:10:00,1227000.0,738000.0,4917.74,0.0,3270.58
2025-01-05 00:15:00,1227000.0,731000.0,4669.44,0.0,2936.16
2025-01-05 00:20:00,1224000.0,724000.0,2039.95,0.0,304.771
2025-01-05 00:25:00,1224000.0,722000.0,2041.85,0.0,265.317
2025-01-05 00:30:00,1224000.0,715000.0,2122.84,0.0,302.396
2025-01-05 00:35:00,1225000.0,709000.0,2570.15,0.0,661.963
2025-01-05 00:40:00,1225000.0,703000.0,2827.26,0.0,961.019
2025-01-05 00:45:00,1226000.0,702000.0,3832.0,0.0,1920.64
2025-01-05 00:50:00,1225000.0,696000.0,3464.39,0.0,1510.88
2025-01-05 00:55:00,1225000.0,689000.0,2963.89,0.0,1054.93
2025-01-05 01:00:00,1225000.0,683000.0,3369.28,0.0,1460.31
2025-01-05 01:05:00,1225000.0,683000.0,3257.48,0.0,1303.45
2025-01-05 01:10:00,1228000.0,681000.0,5550.47,0.0,3584.92
2025-01-05 01:15:00,1228000.0,682000.0,6318.57,0.0,4266.66
2025-01-05 01:20:00,1230000.0,678000.0,8026.63,0.0,5977.92
2025-01-05 01:25:00,1231000.0,673000.0,8796.65,0.0,6743.69
2025-01-05 01:30:00,1232000.0,669000.0,10050.1,0.0,7911.44
2025-01-05 01:35:00,1232000.0,669000.0,10145.0,0.0,8009.01
2025-01-05 01:40:00,1232000.0,669000.0,10064.1,0.0,7972.93
2025-01-05 01:45:00,1232000.0,666000.0,10059.4,0.0,7968.52
2025-01-05 01:50:00,1232000.0,661000.0,9842.98,0.0,7796.36
2025-01-05 01:55:00,1232000.0,656000.0,10115.5,0.0,8020.94
2025-01-05 02:00:00,1232000.0,653000.0,10036.1,0.0,7984.1
2025-01-05 02:05:00,1232000.0,652000.0,9809.6,0.0,7714.79
2025-01-05 02:10:00,1232000.0,650000.0,9806.51,0.0,7712.37
2025-01-05 02:15:00,1231000.0,648000.0,9456.47,0.0,7319.27
2025-01-05 02:20:00,1231000.0,647000.0,8813.8,0.0,6719.03
2025-01-05 02:25:00,1230000.0,647000.0,8488.66,0.0,6395.36
2025-01-05 02:30:00,1230000.0,642000.0,7796.4,0.0,5746.13
2025-01-05 02:35:00,1230000.0,642000.0,7695.77,0.0,5646.5
2025-01-05 02:40:00,1230000.0,640000.0,7992.29,0.0,5855.09
