,시간,12-18 (수)
0,최대,230.82
1,최소,0.0
2,가중평균,123.65
3,01시,92.1
4,02시,91.34
5,03시,91.12
6,04시,82.13
7,05시,82.13
8,06시,92.08
9,07시,111.76
10,08시,116.6
11,09시,143.61
12,10시,230.82
13,11시,151.02
14,12시,144.41
15,13시,0.0
16,14시,141.46
17,15시,141.46
18,16시,141.47
19,17시,141.47
20,18시,141.19
21,19시,141.2
22,20시,136.48
23,21시,141.19
24,22시,120.77
25,23시,114.78
26,24시,115.08
