,시간,12-28 (토)
0,최대,93.83
1,최소,84.67
2,가중평균,92.36
3,01시,91.9
4,02시,90.72
5,03시,87.23
6,04시,84.67
7,05시,84.67
8,06시,86.62
9,07시,92.88
10,08시,93.83
11,09시,93.83
12,10시,93.83
13,11시,93.83
14,12시,93.83
15,13시,93.31
16,14시,93.22
17,15시,92.85
18,16시,92.96
19,17시,93.83
20,18시,93.83
21,19시,93.83
22,20시,93.83
23,21시,93.83
24,22시,93.83
25,23시,93.83
26,24시,93.83
