,시간,02-03 (월)
0,최대,157.57
1,최소,80.55
2,가중평균,116.83
3,01시,102.15
4,02시,80.55
5,03시,80.55
6,04시,80.55
7,05시,80.55
8,06시,80.55
9,07시,86.78
10,08시,109.48
11,09시,142.19
12,10시,157.57
13,11시,151.41
14,12시,133.91
15,13시,133.05
16,14시,133.58
17,15시,131.32
18,16시,132.92
19,17시,132.92
20,18시,132.92
21,19시,133.91
22,20시,133.91
23,21시,114.52
24,22시,102.78
25,23시,99.72
26,24시,99.16
