,시간,01-07 (화)
0,최대,156.92
1,최소,82.03
2,가중평균,116.57
3,01시,96.87
4,02시,82.03
5,03시,82.03
6,04시,82.03
7,05시,82.03
8,06시,82.03
9,07시,87.46
10,08시,114.52
11,09시,127.47
12,10시,156.92
13,11시,146.26
14,12시,146.26
15,13시,132.67
16,14시,132.67
17,15시,138.58
18,16시,136.77
19,17시,128.39
20,18시,124.33
21,19시,125.58
22,20시,156.19
23,21시,103.32
24,22시,102.35
25,23시,97.74
26,24시,97.74
