,시간,01-23 (목)
0,최대,159.11
1,최소,83.71
2,가중평균,129.84
3,01시,108.39
4,02시,101.62
5,03시,101.62
6,04시,83.71
7,05시,101.44
8,06시,101.86
9,07시,106.57
10,08시,151.97
11,09시,152.65
12,10시,154.99
13,11시,143.52
14,12시,143.25
15,13시,136.55
16,14시,123.04
17,15시,138.59
18,16시,136.77
19,17시,138.88
20,18시,136.77
21,19시,159.04
22,20시,159.11
23,21시,159.11
24,22시,118.47
25,23시,118.47
26,24시,114.83
