,시간,03-01 (토)
0,최대,112.34
1,최소,81.71
2,가중평균,93.21
3,01시,95.61
4,02시,86.26
5,03시,84.33
6,04시,81.71
7,05시,81.71
8,06시,81.91
9,07시,84.33
10,08시,84.08
11,09시,95.6
12,10시,99.33
13,11시,112.34
14,12시,99.33
15,13시,99.33
16,14시,99.33
17,15시,99.33
18,16시,99.33
19,17시,98.4
20,18시,95.86
21,19시,95.91
22,20시,95.95
23,21시,95.92
24,22시,86.26
25,23시,95.61
26,24시,86.26
