,시간,03-04 (화)
0,최대,149.92
1,최소,83.19
2,가중평균,113.27
3,01시,83.19
4,02시,83.19
5,03시,83.19
6,04시,83.19
7,05시,83.19
8,06시,83.19
9,07시,83.19
10,08시,97.69
11,09시,114.02
12,10시,121.73
13,11시,149.92
14,12시,131.28
15,13시,148.7
16,14시,148.7
17,15시,148.7
18,16시,129.52
19,17시,125.75
20,18시,113.55
21,19시,114.02
22,20시,114.02
23,21시,134.85
24,22시,109.32
25,23시,110.22
26,24시,97.69
