,시간,12-26 (목)
0,최대,164.06
1,최소,81.25
2,가중평균,119.5
3,01시,92.17
4,02시,91.09
5,03시,81.25
6,04시,81.25
7,05시,81.25
8,06시,91.55
9,07시,92.64
10,08시,120.3
11,09시,143.7
12,10시,164.06
13,11시,158.3
14,12시,158.68
15,13시,143.62
16,14시,136.95
17,15시,136.95
18,16시,143.07
19,17시,136.62
20,18시,133.71
21,19시,132.59
22,20시,122.94
23,21시,115.32
24,22시,92.62
25,23시,92.62
26,24시,92.64
