,시간,01-17 (금)
0,최대,158.68
1,최소,101.75
2,가중평균,136.16
3,01시,108.26
4,02시,115.79
5,03시,102.0
6,04시,101.75
7,05시,102.0
8,06시,106.5
9,07시,111.06
10,08시,138.88
11,09시,142.97
12,10시,158.68
13,11시,154.26
14,12시,145.73
15,13시,136.23
16,14시,136.23
17,15시,138.88
18,16시,138.88
19,17시,158.28
20,18시,145.99
21,19시,156.55
22,20시,157.12
23,21시,157.12
24,22시,156.55
25,23시,149.67
26,24시,114.61
