,시간,12-20 (금)
0,최대,167.14
1,최소,82.33
2,가중평균,133.34
3,01시,102.92
4,02시,91.52
5,03시,91.11
6,04시,82.33
7,05시,91.19
8,06시,91.48
9,07시,101.64
10,08시,117.2
11,09시,155.9
12,10시,163.56
13,11시,158.24
14,12시,158.21
15,13시,153.57
16,14시,153.57
17,15시,158.23
18,16시,167.14
19,17시,153.57
20,18시,153.57
21,19시,153.82
22,20시,153.82
23,21시,153.82
24,22시,114.93
25,23시,101.28
26,24시,116.45
