,시간,01-20 (월)
0,최대,156.2
1,최소,80.3
2,가중평균,127.33
3,01시,117.61
4,02시,80.3
5,03시,80.3
6,04시,80.3
7,05시,80.3
8,06시,95.31
9,07시,101.84
10,08시,116.05
11,09시,153.02
12,10시,156.2
13,11시,153.91
14,12시,124.38
15,13시,117.39
16,14시,138.62
17,15시,138.62
18,16시,138.59
19,17시,138.62
20,18시,152.94
21,19시,153.87
22,20시,153.87
23,21시,153.87
24,22시,153.87
25,23시,117.41
26,24시,116.84
