,시간,12-22 (일)
0,최대,120.68
1,최소,84.54
2,가중평균,98.29
3,01시,98.4
4,02시,84.54
5,03시,84.54
6,04시,84.54
7,05시,84.54
8,06시,84.57
9,07시,92.3
10,08시,92.97
11,09시,93.03
12,10시,120.68
13,11시,93.2
14,12시,105.57
15,13시,105.05
16,14시,105.17
17,15시,93.2
18,16시,92.95
19,17시,105.13
20,18시,105.8
21,19시,105.8
22,20시,105.81
23,21시,105.44
24,22시,103.69
25,23시,103.71
26,24시,93.61
