,시간,02-07 (금)
0,최대,159.17
1,최소,98.13
2,가중평균,128.93
3,01시,112.43
4,02시,101.97
5,03시,98.56
6,04시,98.14
7,05시,98.13
8,06시,98.55
9,07시,111.77
10,08시,113.73
11,09시,143.58
12,10시,159.17
13,11시,144.19
14,12시,145.58
15,13시,142.58
16,14시,142.54
17,15시,136.43
18,16시,144.83
19,17시,143.35
20,18시,143.35
21,19시,134.8
22,20시,131.51
23,21시,130.1
24,22시,129.66
25,23시,129.78
26,24시,128.8
