,시간,01-15 (수)
0,최대,159.37
1,최소,101.52
2,가중평균,133.33
3,01시,128.59
4,02시,106.11
5,03시,102.0
6,04시,101.52
7,05시,101.58
8,06시,101.97
9,07시,102.14
10,08시,131.65
11,09시,141.81
12,10시,159.37
13,11시,154.11
14,12시,142.18
15,13시,136.98
16,14시,137.29
17,15시,138.86
18,16시,138.59
19,17시,158.24
20,18시,154.47
21,19시,154.47
22,20시,154.47
23,21시,154.47
24,22시,121.82
25,23시,118.14
26,24시,121.32
