,시간,12-09 (월)
0,최대,171.9
1,최소,80.35
2,가중평균,127.17
3,01시,86.15
4,02시,80.35
5,03시,80.35
6,04시,80.35
7,05시,80.35
8,06시,80.35
9,07시,85.17
10,08시,131.54
11,09시,160.21
12,10시,171.9
13,11시,161.16
14,12시,147.95
15,13시,136.67
16,14시,136.67
17,15시,144.44
18,16시,136.67
19,17시,136.67
20,18시,163.04
21,19시,163.23
22,20시,124.07
23,21시,122.5
24,22시,163.2
25,23시,106.25
26,24시,101.66
