,시간,01-01 (수)
0,최대,97.63
1,최소,0.0
2,가중평균,77.99
3,01시,81.99
4,02시,78.61
5,03시,78.61
6,04시,78.61
7,05시,78.61
8,06시,78.61
9,07시,79.74
10,08시,79.74
11,09시,77.32
12,10시,76.0
13,11시,71.2
14,12시,71.2
15,13시,0.0
16,14시,6.85
17,15시,71.2
18,16시,71.33
19,17시,84.92
20,18시,96.78
21,19시,96.78
22,20시,97.0
23,21시,97.02
24,22시,97.63
25,23시,97.63
26,24시,97.08
