,시간,02-06 (목)
0,최대,154.52
1,최소,84.44
2,가중평균,126.8
3,01시,105.98
4,02시,97.98
5,03시,97.72
6,04시,84.44
7,05시,95.69
8,06시,98.29
9,07시,105.34
10,08시,114.59
11,09시,141.12
12,10시,154.52
13,11시,153.3
14,12시,142.65
15,13시,142.65
16,14시,142.65
17,15시,145.23
18,16시,142.65
19,17시,150.32
20,18시,146.37
21,19시,134.0
22,20시,146.39
23,21시,146.39
24,22시,112.51
25,23시,102.23
26,24시,107.9
