,시간,01-18 (토)
0,최대,158.41
1,최소,102.11
2,가중평균,122.34
3,01시,107.96
4,02시,106.03
5,03시,102.25
6,04시,102.47
7,05시,102.11
8,06시,102.75
9,07시,107.33
10,08시,107.74
11,09시,117.54
12,10시,152.7
13,11시,118.72
14,12시,118.4
15,13시,117.24
16,14시,117.18
17,15시,117.63
18,16시,117.18
19,17시,117.66
20,18시,117.54
21,19시,118.45
22,20시,118.12
23,21시,158.41
24,22시,158.41
25,23시,158.41
26,24시,157.4
