,시간,12-04 (수)
0,최대,217.44
1,최소,80.52
2,가중평균,128.07
3,01시,112.45
4,02시,80.66
5,03시,80.52
6,04시,80.52
7,05시,80.52
8,06시,82.56
9,07시,115.9
10,08시,116.1
11,09시,143.4
12,10시,144.2
13,11시,143.4
14,12시,142.44
15,13시,144.53
16,14시,137.27
17,15시,138.26
18,16시,143.07
19,17시,217.44
20,18시,143.04
21,19시,142.66
22,20시,142.32
23,21시,142.95
24,22시,121.84
25,23시,116.06
26,24시,107.27
