,시간,02-01 (토)
0,최대,151.16
1,최소,82.77
2,가중평균,106.4
3,01시,117.53
4,02시,98.71
5,03시,119.56
6,04시,82.77
7,05시,82.77
8,06시,82.77
9,07시,84.47
10,08시,119.15
11,09시,119.06
12,10시,105.95
13,11시,132.56
14,12시,151.16
15,13시,113.57
16,14시,110.31
17,15시,104.88
18,16시,104.97
19,17시,105.01
20,18시,103.66
21,19시,103.6
22,20시,103.41
23,21시,103.23
24,22시,100.17
25,23시,99.92
26,24시,100.37
