,시간,01-24 (금)
0,최대,157.94
1,최소,101.78
2,가중평균,131.35
3,01시,118.47
4,02시,107.85
5,03시,102.41
6,04시,101.78
7,05시,101.95
8,06시,102.31
9,07시,108.61
10,08시,154.1
11,09시,153.83
12,10시,157.94
13,11시,154.7
14,12시,153.25
15,13시,137.04
16,14시,137.04
17,15시,138.58
18,16시,137.04
19,17시,138.87
20,18시,136.74
21,19시,139.43
22,20시,157.22
23,21시,118.77
24,22시,108.61
25,23시,118.47
26,24시,150.36
