,시간,12-12 (목)
0,최대,158.57
1,최소,91.18
2,가중평균,130.41
3,01시,102.61
4,02시,91.54
5,03시,91.61
6,04시,91.18
7,05시,91.52
8,06시,91.71
9,07시,112.75
10,08시,120.77
11,09시,158.57
12,10시,158.57
13,11시,145.89
14,12시,156.04
15,13시,137.8
16,14시,137.72
17,15시,137.72
18,16시,137.72
19,17시,156.04
20,18시,145.72
21,19시,142.66
22,20시,145.41
23,21시,145.41
24,22시,145.41
25,23시,122.66
26,24시,116.35
