,시간,01-06 (월)
0,최대,136.72
1,최소,75.75
2,가중평균,109.04
3,01시,77.42
4,02시,76.17
5,03시,76.17
6,04시,75.75
7,05시,76.17
8,06시,76.17
9,07시,78.81
10,08시,97.66
11,09시,128.09
12,10시,136.72
13,11시,128.4
14,12시,128.09
15,13시,127.47
16,14시,127.47
17,15시,122.7
18,16시,126.84
19,17시,126.84
20,18시,126.84
21,19시,128.32
22,20시,124.77
23,21시,103.32
24,22시,102.35
25,23시,97.52
26,24시,100.11
