,시간,12-13 (금)
0,최대,166.91
1,최소,91.13
2,가중평균,129.62
3,01시,108.02
4,02시,98.56
5,03시,91.58
6,04시,91.13
7,05시,91.66
8,06시,111.58
9,07시,101.9
10,08시,141.19
11,09시,154.1
12,10시,166.91
13,11시,154.01
14,12시,143.07
15,13시,136.22
16,14시,137.27
17,15시,137.22
18,16시,141.99
19,17시,143.08
20,18시,142.66
21,19시,142.66
22,20시,141.2
23,21시,117.27
24,22시,123.01
25,23시,141.19
26,24시,111.93
