,시간,02-22 (토)
0,최대,110.37
1,최소,0.0
2,가중평균,92.18
3,01시,108.15
4,02시,101.48
5,03시,102.66
6,04시,85.12
7,05시,85.12
8,06시,102.42
9,07시,106.37
10,08시,104.78
11,09시,103.15
12,10시,98.05
13,11시,110.37
14,12시,80.29
15,13시,0.0
16,14시,0.0
17,15시,76.15
18,16시,79.69
19,17시,82.46
20,18시,97.87
21,19시,108.44
22,20시,108.44
23,21시,108.44
24,22시,108.44
25,23시,108.44
26,24시,108.44
