,시간,12-10 (화)
0,최대,160.16
1,최소,80.77
2,가중평균,134.29
3,01시,106.1
4,02시,82.77
5,03시,80.77
6,04시,80.77
7,05시,80.77
8,06시,91.53
9,07시,93.38
10,08시,146.28
11,09시,147.99
12,10시,147.99
13,11시,160.16
14,12시,147.13
15,13시,138.02
16,14시,146.33
17,15시,147.13
18,16시,158.57
19,17시,148.06
20,18시,159.21
21,19시,157.97
22,20시,158.01
23,21시,157.76
24,22시,157.76
25,23시,143.97
26,24시,120.16
