,시간,12-08 (일)
0,최대,103.85
1,최소,6.19
2,가중평균,87.43
3,01시,92.06
4,02시,83.18
5,03시,83.18
6,04시,80.94
7,05시,82.17
8,06시,83.18
9,07시,92.11
10,08시,92.15
11,09시,92.15
12,10시,80.59
13,11시,89.43
14,12시,80.24
15,13시,6.19
16,14시,76.67
17,15시,80.24
18,16시,80.59
19,17시,91.86
20,18시,103.84
21,19시,103.84
22,20시,103.84
23,21시,103.85
24,22시,103.85
25,23시,103.49
26,24시,93.61
