,시간,01-19 (일)
0,최대,162.11
1,최소,84.0
2,가중평균,110.3
3,01시,103.36
4,02시,102.52
5,03시,102.55
6,04시,102.14
7,05시,96.06
8,06시,84.0
9,07시,102.38
10,08시,103.35
11,09시,108.18
12,10시,109.15
13,11시,109.09
14,12시,108.99
15,13시,133.53
16,14시,106.71
17,15시,108.94
18,16시,108.99
19,17시,109.04
20,18시,118.06
21,19시,162.11
22,20시,119.11
23,21시,113.44
24,22시,107.74
25,23시,108.38
26,24시,108.4
