,시간,12-30 (월)
0,최대,167.44
1,최소,79.03
2,가중평균,118.81
3,01시,81.11
4,02시,79.03
5,03시,79.03
6,04시,79.03
7,05시,79.03
8,06시,79.03
9,07시,81.11
10,08시,92.64
11,09시,142.95
12,10시,167.44
13,11시,160.05
14,12시,154.79
15,13시,137.81
16,14시,137.72
17,15시,137.63
18,16시,157.72
19,17시,137.16
20,18시,167.25
21,19시,132.59
22,20시,122.57
23,21시,115.43
24,22시,92.96
25,23시,92.64
26,24시,92.64
