,시간,01-05 (일)
0,최대,88.96
1,최소,77.07
2,가중평균,83.76
3,01시,86.97
4,02시,78.2
5,03시,77.07
6,04시,77.07
7,05시,77.07
8,06시,77.07
9,07시,77.51
10,08시,77.51
11,09시,79.21
12,10시,80.05
13,11시,83.22
14,12시,83.16
15,13시,83.16
16,14시,83.59
17,15시,83.59
18,16시,88.85
19,17시,87.71
20,18시,88.96
21,19시,88.96
22,20시,88.96
23,21시,88.96
24,22시,88.39
25,23시,88.39
26,24시,88.96
