,시간,12-29 (일)
0,최대,93.56
1,최소,73.69
2,가중평균,85.46
3,01시,92.11
4,02시,83.88
5,03시,82.48
6,04시,81.64
7,05시,81.8
8,06시,82.48
9,07시,83.88
10,08시,83.88
11,09시,83.88
12,10시,79.8
13,11시,79.14
14,12시,78.55
15,13시,73.69
16,14시,78.55
17,15시,78.43
18,16시,80.13
19,17시,83.88
20,18시,93.56
21,19시,93.56
22,20시,93.56
23,21시,93.56
24,22시,93.56
25,23시,93.56
26,24시,93.56
