,시간,12-23 (월)
0,최대,172.49
1,최소,88.64
2,가중평균,129.12
3,01시,122.02
4,02시,91.2
5,03시,89.11
6,04시,89.11
7,05시,88.64
8,06시,91.59
9,07시,92.32
10,08시,113.79
11,09시,157.38
12,10시,172.49
13,11시,161.61
14,12시,154.54
15,13시,142.92
16,14시,143.03
17,15시,143.1
18,16시,144.36
19,17시,143.03
20,18시,141.68
21,19시,143.23
22,20시,143.23
23,21시,135.95
24,22시,118.47
25,23시,118.41
26,24시,102.62
