,시간,01-07 (화)
0,최대,156.92
1,최소,82.03
2,가중평균,117.63
3,01시 1구간,96.87
4,01시 2구간,96.87
5,01시 3구간,96.87
6,01시 4구간,96.87
7,02시 1구간,82.03
8,02시 2구간,82.03
9,02시 3구간,82.03
10,02시 4구간,82.03
11,03시 1구간,82.03
12,03시 2구간,82.03
13,03시 3구간,82.03
14,03시 4구간,82.03
15,04시 1구간,82.03
16,04시 2구간,82.03
17,04시 3구간,82.03
18,04시 4구간,82.03
19,05시 1구간,82.03
20,05시 2구간,82.03
21,05시 3구간,82.03
22,05시 4구간,82.03
23,06시 1구간,82.03
24,06시 2구간,82.03
25,06시 3구간,82.03
26,06시 4구간,82.03
27,07시 1구간,87.46
28,07시 2구간,87.46
29,07시 3구간,87.46
30,07시 4구간,87.46
31,08시 1구간,114.52
32,08시 2구간,114.52
33,08시 3구간,114.52
34,08시 4구간,114.52
35,09시 1구간,127.47
36,09시 2구간,127.47
37,09시 3구간,127.47
38,09시 4구간,127.47
39,10시 1구간,156.92
40,10시 2구간,156.92
41,10시 3구간,156.92
42,10시 4구간,156.92
43,11시 1구간,146.26
44,11시 2구간,146.26
45,11시 3구간,146.26
46,11시 4구간,146.26
47,12시 1구간,146.26
48,12시 2구간,146.26
49,12시 3구간,146.26
50,12시 4구간,146.26
51,13시 1구간,132.67
52,13시 2구간,132.67
53,13시 3구간,132.67
54,13시 4구간,132.67
55,14시 1구간,132.67
56,14시 2구간,132.67
57,14시 3구간,132.67
58,14시 4구간,132.67
59,15시 1구간,138.58
60,15시 2구간,138.58
61,15시 3구간,138.58
62,15시 4구간,138.58
63,16시 1구간,136.77
64,16시 2구간,136.77
65,16시 3구간,136.77
66,16시 4구간,136.77
67,17시 1구간,128.39
68,17시 2구간,128.39
69,17시 3구간,128.39
70,17시 4구간,128.39
71,18시 1구간,124.33
72,18시 2구간,124.33
73,18시 3구간,124.33
74,18시 4구간,124.33
75,19시 1구간,152.02
76,19시 2구간,152.12
77,19시 3구간,152.21
78,19시 4구간,152.28
79,20시 1구간,152.34
80,20시 2구간,152.4
81,20시 3구간,152.45
82,20시 4구간,152.49
83,21시 1구간,103.32
84,21시 2구간,103.32
85,21시 3구간,103.32
86,21시 4구간,103.32
87,22시 1구간,102.35
88,22시 2구간,102.35
89,22시 3구간,102.35
90,22시 4구간,102.35
91,23시 1구간,97.74
92,23시 2구간,97.74
93,23시 3구간,97.74
94,23시 4구간,97.74
95,24시 1구간,97.74
96,24시 2구간,97.74
97,24시 3구간,97.74
98,24시 4구간,97.74
