,시간,02-24 (월)
0,최대,153.09
1,최소,80.05
2,가중평균,113.99
3,01시 1구간,87.21
4,01시 2구간,87.21
5,01시 3구간,87.21
6,01시 4구간,87.21
7,02시 1구간,80.05
8,02시 2구간,80.05
9,02시 3구간,80.05
10,02시 4구간,80.05
11,03시 1구간,80.05
12,03시 2구간,80.05
13,03시 3구간,80.05
14,03시 4구간,80.05
15,04시 1구간,80.05
16,04시 2구간,80.05
17,04시 3구간,80.05
18,04시 4구간,80.05
19,05시 1구간,80.05
20,05시 2구간,80.05
21,05시 3구간,80.05
22,05시 4구간,80.05
23,06시 1구간,81.1
24,06시 2구간,81.1
25,06시 3구간,81.1
26,06시 4구간,81.1
27,07시 1구간,97.63
28,07시 2구간,97.63
29,07시 3구간,97.63
30,07시 4구간,97.63
31,08시 1구간,114.82
32,08시 2구간,114.82
33,08시 3구간,114.82
34,08시 4구간,114.82
35,09시 1구간,130.83
36,09시 2구간,130.83
37,09시 3구간,130.83
38,09시 4구간,130.83
39,10시 1구간,153.0
40,10시 2구간,152.9
41,10시 3구간,151.13
42,10시 4구간,152.35
43,11시 1구간,147.56
44,11시 2구간,147.46
45,11시 3구간,149.46
46,11시 4구간,149.46
47,12시 1구간,132.15
48,12시 2구간,132.15
49,12시 3구간,132.15
50,12시 4구간,132.15
51,13시 1구간,126.28
52,13시 2구간,126.28
53,13시 3구간,126.28
54,13시 4구간,126.28
55,14시 1구간,126.28
56,14시 2구간,126.28
57,14시 3구간,126.28
58,14시 4구간,126.28
59,15시 1구간,112.5
60,15시 2구간,112.09
61,15시 3구간,126.28
62,15시 4구간,112.05
63,16시 1구간,132.15
64,16시 2구간,132.15
65,16시 3구간,132.15
66,16시 4구간,132.15
67,17시 1구간,132.15
68,17시 2구간,132.15
69,17시 3구간,132.15
70,17시 4구간,153.09
71,18시 1구간,132.15
72,18시 2구간,132.15
73,18시 3구간,132.15
74,18시 4구간,132.15
75,19시 1구간,114.31
76,19시 2구간,114.31
77,19시 3구간,114.31
78,19시 4구간,114.31
79,20시 1구간,114.31
80,20시 2구간,114.31
81,20시 3구간,114.31
82,20시 4구간,114.31
83,21시 1구간,114.31
84,21시 2구간,114.31
85,21시 3구간,114.31
86,21시 4구간,114.31
87,22시 1구간,113.9
88,22시 2구간,113.9
89,22시 3구간,113.9
90,22시 4구간,113.9
91,23시 1구간,114.31
92,23시 2구간,114.31
93,23시 3구간,114.31
94,23시 4구간,114.31
95,24시 1구간,113.9
96,24시 2구간,113.9
97,24시 3구간,113.9
98,24시 4구간,113.9
