,시간,03-03 (월)
0,최대,142.38
1,최소,0.0
2,가중평균,101.04
3,01시 1구간,81.32
4,01시 2구간,81.32
5,01시 3구간,81.32
6,01시 4구간,0.0
7,02시 1구간,79.49
8,02시 2구간,79.49
9,02시 3구간,79.49
10,02시 4구간,79.49
11,03시 1구간,79.49
12,03시 2구간,79.49
13,03시 3구간,79.49
14,03시 4구간,79.49
15,04시 1구간,79.49
16,04시 2구간,79.49
17,04시 3구간,79.49
18,04시 4구간,79.49
19,05시 1구간,79.49
20,05시 2구간,79.49
21,05시 3구간,79.49
22,05시 4구간,79.49
23,06시 1구간,79.49
24,06시 2구간,79.49
25,06시 3구간,79.49
26,06시 4구간,79.49
27,07시 1구간,81.76
28,07시 2구간,81.76
29,07시 3구간,81.76
30,07시 4구간,81.76
31,08시 1구간,83.21
32,08시 2구간,83.21
33,08시 3구간,83.21
34,08시 4구간,83.21
35,09시 1구간,95.61
36,09시 2구간,95.61
37,09시 3구간,95.61
38,09시 4구간,95.61
39,10시 1구간,113.26
40,10시 2구간,113.26
41,10시 3구간,113.26
42,10시 4구간,113.26
43,11시 1구간,113.26
44,11시 2구간,113.26
45,11시 3구간,113.26
46,11시 4구간,113.26
47,12시 1구간,114.75
48,12시 2구간,114.75
49,12시 3구간,114.75
50,12시 4구간,114.75
51,13시 1구간,114.75
52,13시 2구간,142.38
53,13시 3구간,142.1
54,13시 4구간,141.86
55,14시 1구간,114.75
56,14시 2구간,114.75
57,14시 3구간,114.75
58,14시 4구간,114.75
59,15시 1구간,114.75
60,15시 2구간,114.75
61,15시 3구간,114.75
62,15시 4구간,114.75
63,16시 1구간,114.75
64,16시 2구간,114.75
65,16시 3구간,114.75
66,16시 4구간,114.75
67,17시 1구간,114.18
68,17시 2구간,114.18
69,17시 3구간,114.18
70,17시 4구간,114.18
71,18시 1구간,114.29
72,18시 2구간,114.29
73,18시 3구간,114.29
74,18시 4구간,114.29
75,19시 1구간,114.07
76,19시 2구간,114.07
77,19시 3구간,114.07
78,19시 4구간,114.07
79,20시 1구간,112.98
80,20시 2구간,112.98
81,20시 3구간,112.98
82,20시 4구간,112.98
83,21시 1구간,98.41
84,21시 2구간,98.41
85,21시 3구간,98.41
86,21시 4구간,98.41
87,22시 1구간,97.48
88,22시 2구간,97.48
89,22시 3구간,97.48
90,22시 4구간,97.48
91,23시 1구간,95.61
92,23시 2구간,95.61
93,23시 3구간,95.61
94,23시 4구간,95.61
95,24시 1구간,94.07
96,24시 2구간,94.07
97,24시 3구간,94.07
98,24시 4구간,94.07
