,시간,11-29 (금)
0,최대,155.82
1,최소,87.18
2,가중평균,125.57
3,01시 1구간,107.7
4,01시 2구간,107.7
5,01시 3구간,107.7
6,01시 4구간,107.7
7,02시 1구간,101.87
8,02시 2구간,101.87
9,02시 3구간,101.87
10,02시 4구간,101.87
11,03시 1구간,87.57
12,03시 2구간,87.57
13,03시 3구간,87.57
14,03시 4구간,87.57
15,04시 1구간,87.18
16,04시 2구간,87.18
17,04시 3구간,87.18
18,04시 4구간,87.18
19,05시 1구간,87.61
20,05시 2구간,87.61
21,05시 3구간,87.61
22,05시 4구간,87.61
23,06시 1구간,101.98
24,06시 2구간,101.98
25,06시 3구간,101.98
26,06시 4구간,101.98
27,07시 1구간,106.29
28,07시 2구간,106.29
29,07시 3구간,106.29
30,07시 4구간,106.29
31,08시 1구간,111.33
32,08시 2구간,111.33
33,08시 3구간,111.33
34,08시 4구간,111.33
35,09시 1구간,137.97
36,09시 2구간,137.97
37,09시 3구간,137.97
38,09시 4구간,137.97
39,10시 1구간,152.33
40,10시 2구간,152.33
41,10시 3구간,152.33
42,10시 4구간,152.33
43,11시 1구간,151.87
44,11시 2구간,151.87
45,11시 3구간,120.94
46,11시 4구간,123.44
47,12시 1구간,154.15
48,12시 2구간,154.15
49,12시 3구간,123.41
50,12시 4구간,122.61
51,13시 1구간,138.78
52,13시 2구간,138.78
53,13시 3구간,138.78
54,13시 4구간,138.78
55,14시 1구간,123.93
56,14시 2구간,155.82
57,14시 3구간,155.82
58,14시 4구간,155.82
59,15시 1구간,153.84
60,15시 2구간,153.84
61,15시 3구간,153.84
62,15시 4구간,153.84
63,16시 1구간,138.78
64,16시 2구간,138.78
65,16시 3구간,138.78
66,16시 4구간,138.78
67,17시 1구간,138.72
68,17시 2구간,138.72
69,17시 3구간,138.72
70,17시 4구간,138.72
71,18시 1구간,151.91
72,18시 2구간,151.89
73,18시 3구간,151.86
74,18시 4구간,151.84
75,19시 1구간,151.82
76,19시 2구간,151.81
77,19시 3구간,151.8
78,19시 4구간,151.79
79,20시 1구간,151.78
80,20시 2구간,151.77
81,20시 3구간,151.76
82,20시 4구간,151.62
83,21시 1구간,114.22
84,21시 2구간,114.22
85,21시 3구간,114.22
86,21시 4구간,114.22
87,22시 1구간,106.56
88,22시 2구간,106.56
89,22시 3구간,106.56
90,22시 4구간,106.56
91,23시 1구간,107.2
92,23시 2구간,107.2
93,23시 3구간,107.2
94,23시 4구간,107.2
95,24시 1구간,104.46
96,24시 2구간,104.46
97,24시 3구간,104.46
98,24시 4구간,104.46
