,시간,03-04 (화)
0,최대,152.84
1,최소,83.19
2,가중평균,115.66
3,01시 1구간,83.19
4,01시 2구간,83.19
5,01시 3구간,83.19
6,01시 4구간,83.19
7,02시 1구간,83.19
8,02시 2구간,83.19
9,02시 3구간,83.19
10,02시 4구간,83.19
11,03시 1구간,83.19
12,03시 2구간,83.19
13,03시 3구간,83.19
14,03시 4구간,83.19
15,04시 1구간,83.19
16,04시 2구간,83.19
17,04시 3구간,83.19
18,04시 4구간,83.19
19,05시 1구간,83.19
20,05시 2구간,83.19
21,05시 3구간,83.19
22,05시 4구간,83.19
23,06시 1구간,83.19
24,06시 2구간,83.19
25,06시 3구간,83.19
26,06시 4구간,83.19
27,07시 1구간,83.19
28,07시 2구간,83.19
29,07시 3구간,83.19
30,07시 4구간,83.19
31,08시 1구간,97.69
32,08시 2구간,97.69
33,08시 3구간,97.69
34,08시 4구간,97.69
35,09시 1구간,113.65
36,09시 2구간,114.02
37,09시 3구간,113.65
38,09시 4구간,114.02
39,10시 1구간,152.84
40,10시 2구간,152.84
41,10시 3구간,152.84
42,10시 4구간,152.84
43,11시 1구간,149.92
44,11시 2구간,149.92
45,11시 3구간,149.92
46,11시 4구간,149.92
47,12시 1구간,131.28
48,12시 2구간,131.28
49,12시 3구간,131.28
50,12시 4구간,131.28
51,13시 1구간,149.23
52,13시 2구간,149.23
53,13시 3구간,149.23
54,13시 4구간,149.23
55,14시 1구간,149.23
56,14시 2구간,149.23
57,14시 3구간,149.23
58,14시 4구간,149.23
59,15시 1구간,149.23
60,15시 2구간,149.23
61,15시 3구간,149.23
62,15시 4구간,149.23
63,16시 1구간,129.52
64,16시 2구간,129.52
65,16시 3구간,129.52
66,16시 4구간,129.52
67,17시 1구간,125.75
68,17시 2구간,125.75
69,17시 3구간,125.75
70,17시 4구간,125.75
71,18시 1구간,113.55
72,18시 2구간,113.55
73,18시 3구간,113.55
74,18시 4구간,113.55
75,19시 1구간,113.6
76,19시 2구간,113.6
77,19시 3구간,113.6
78,19시 4구간,113.6
79,20시 1구간,113.6
80,20시 2구간,113.6
81,20시 3구간,113.6
82,20시 4구간,113.6
83,21시 1구간,134.85
84,21시 2구간,134.85
85,21시 3구간,134.85
86,21시 4구간,134.85
87,22시 1구간,109.32
88,22시 2구간,109.32
89,22시 3구간,109.32
90,22시 4구간,109.32
91,23시 1구간,110.22
92,23시 2구간,110.22
93,23시 3구간,110.22
94,23시 4구간,110.22
95,24시 1구간,97.69
96,24시 2구간,97.69
97,24시 3구간,97.69
98,24시 4구간,97.69
