,시간,02-16 (일)
0,최대,254.97
1,최소,-67.16
2,가중평균,96.6
3,01시 1구간,149.88
4,01시 2구간,99.53
5,01시 3구간,99.53
6,01시 4구간,99.53
7,02시 1구간,98.59
8,02시 2구간,98.59
9,02시 3구간,98.59
10,02시 4구간,98.59
11,03시 1구간,142.95
12,03시 2구간,142.67
13,03시 3구간,146.2
14,03시 4구간,146.63
15,04시 1구간,81.8
16,04시 2구간,81.8
17,04시 3구간,81.8
18,04시 4구간,81.8
19,05시 1구간,81.8
20,05시 2구간,81.8
21,05시 3구간,81.8
22,05시 4구간,81.8
23,06시 1구간,96.48
24,06시 2구간,96.48
25,06시 3구간,96.48
26,06시 4구간,96.48
27,07시 1구간,97.91
28,07시 2구간,97.91
29,07시 3구간,97.91
30,07시 4구간,97.91
31,08시 1구간,102.94
32,08시 2구간,102.94
33,08시 3구간,102.94
34,08시 4구간,102.94
35,09시 1구간,103.75
36,09시 2구간,103.75
37,09시 3구간,103.75
38,09시 4구간,103.75
39,10시 1구간,103.5
40,10시 2구간,103.5
41,10시 3구간,254.19
42,10시 4구간,254.97
43,11시 1구간,117.7
44,11시 2구간,103.74
45,11시 3구간,103.74
46,11시 4구간,103.74
47,12시 1구간,103.74
48,12시 2구간,103.74
49,12시 3구간,103.74
50,12시 4구간,103.74
51,13시 1구간,103.74
52,13시 2구간,103.74
53,13시 3구간,103.74
54,13시 4구간,-48.0
55,14시 1구간,-67.16
56,14시 2구간,-67.16
57,14시 3구간,-67.16
58,14시 4구간,-67.16
59,15시 1구간,-67.16
60,15시 2구간,-67.16
61,15시 3구간,-67.16
62,15시 4구간,0.0
63,16시 1구간,0.0
64,16시 2구간,105.35
65,16시 3구간,105.35
66,16시 4구간,105.35
67,17시 1구간,103.67
68,17시 2구간,103.67
69,17시 3구간,103.67
70,17시 4구간,103.67
71,18시 1구간,105.39
72,18시 2구간,105.39
73,18시 3구간,105.39
74,18시 4구간,105.39
75,19시 1구간,158.15
76,19시 2구간,157.87
77,19시 3구간,157.62
78,19시 4구간,133.17
79,20시 1구간,150.5
80,20시 2구간,105.55
81,20시 3구간,105.55
82,20시 4구간,105.55
83,21시 1구간,103.76
84,21시 2구간,103.76
85,21시 3구간,103.76
86,21시 4구간,103.76
87,22시 1구간,103.76
88,22시 2구간,103.76
89,22시 3구간,103.76
90,22시 4구간,103.76
91,23시 1구간,103.41
92,23시 2구간,103.41
93,23시 3구간,103.41
94,23시 4구간,103.41
95,24시 1구간,99.98
96,24시 2구간,99.98
97,24시 3구간,99.98
98,24시 4구간,99.98
