,시간,01-14 (화)
0,최대,154.55
1,최소,0.0
2,가중평균,131.55
3,01시 1구간,108.13
4,01시 2구간,108.13
5,01시 3구간,108.13
6,01시 4구간,108.13
7,02시 1구간,104.61
8,02시 2구간,104.61
9,02시 3구간,104.61
10,02시 4구간,104.61
11,03시 1구간,101.75
12,03시 2구간,101.75
13,03시 3구간,101.75
14,03시 4구간,101.75
15,04시 1구간,101.79
16,04시 2구간,101.79
17,04시 3구간,101.79
18,04시 4구간,101.79
19,05시 1구간,101.7
20,05시 2구간,101.7
21,05시 3구간,101.7
22,05시 4구간,101.7
23,06시 1구간,101.79
24,06시 2구간,101.79
25,06시 3구간,101.79
26,06시 4구간,101.79
27,07시 1구간,107.34
28,07시 2구간,107.34
29,07시 3구간,107.34
30,07시 4구간,107.34
31,08시 1구간,151.29
32,08시 2구간,151.29
33,08시 3구간,151.29
34,08시 4구간,151.59
35,09시 1구간,153.99
36,09시 2구간,154.09
37,09시 3구간,154.21
38,09시 4구간,154.17
39,10시 1구간,154.55
40,10시 2구간,153.34
41,10시 3구간,154.02
42,10시 4구간,153.22
43,11시 1구간,154.21
44,11시 2구간,147.33
45,11시 3구간,147.33
46,11시 4구간,122.85
47,12시 1구간,124.61
48,12시 2구간,122.24
49,12시 3구간,118.11
50,12시 4구간,0.0
51,13시 1구간,138.8
52,13시 2구간,138.8
53,13시 3구간,138.8
54,13시 4구간,138.8
55,14시 1구간,139.21
56,14시 2구간,139.21
57,14시 3구간,139.21
58,14시 4구간,139.21
59,15시 1구간,139.21
60,15시 2구간,139.21
61,15시 3구간,139.21
62,15시 4구간,139.21
63,16시 1구간,139.21
64,16시 2구간,139.21
65,16시 3구간,139.21
66,16시 4구간,139.21
67,17시 1구간,139.22
68,17시 2구간,139.22
69,17시 3구간,139.22
70,17시 4구간,139.22
71,18시 1구간,151.4
72,18시 2구간,152.16
73,18시 3구간,152.94
74,18시 4구간,152.9
75,19시 1구간,152.96
76,19시 2구간,152.92
77,19시 3구간,152.87
78,19시 4구간,152.83
79,20시 1구간,152.79
80,20시 2구간,152.75
81,20시 3구간,152.71
82,20시 4구간,152.68
83,21시 1구간,152.67
84,21시 2구간,152.67
85,21시 3구간,152.67
86,21시 4구간,152.64
87,22시 1구간,151.93
88,22시 2구간,151.94
89,22시 3구간,151.95
90,22시 4구간,151.96
91,23시 1구간,136.77
92,23시 2구간,136.77
93,23시 3구간,136.77
94,23시 4구간,136.77
95,24시 1구간,114.59
96,24시 2구간,114.59
97,24시 3구간,114.59
98,24시 4구간,114.59
