,시간,12-15 (일)
0,최대,133.67
1,최소,82.32
2,가중평균,106.3
3,01시 1구간,98.4
4,01시 2구간,98.4
5,01시 3구간,98.4
6,01시 4구간,98.4
7,02시 1구간,83.15
8,02시 2구간,83.15
9,02시 3구간,83.15
10,02시 4구간,83.15
11,03시 1구간,83.15
12,03시 2구간,83.15
13,03시 3구간,83.15
14,03시 4구간,83.15
15,04시 1구간,82.32
16,04시 2구간,82.32
17,04시 3구간,82.32
18,04시 4구간,82.32
19,05시 1구간,82.32
20,05시 2구간,82.32
21,05시 3구간,82.32
22,05시 4구간,82.32
23,06시 1구간,83.15
24,06시 2구간,83.15
25,06시 3구간,83.15
26,06시 4구간,83.15
27,07시 1구간,92.18
28,07시 2구간,92.18
29,07시 3구간,92.18
30,07시 4구간,92.18
31,08시 1구간,96.58
32,08시 2구간,96.58
33,08시 3구간,96.58
34,08시 4구간,96.58
35,09시 1구간,111.86
36,09시 2구간,111.86
37,09시 3구간,111.86
38,09시 4구간,111.86
39,10시 1구간,102.33
40,10시 2구간,102.33
41,10시 3구간,102.33
42,10시 4구간,102.33
43,11시 1구간,133.48
44,11시 2구간,133.48
45,11시 3구간,133.48
46,11시 4구간,133.48
47,12시 1구간,133.67
48,12시 2구간,133.67
49,12시 3구간,133.67
50,12시 4구간,133.67
51,13시 1구간,133.67
52,13시 2구간,133.67
53,13시 3구간,133.67
54,13시 4구간,133.67
55,14시 1구간,133.67
56,14시 2구간,133.67
57,14시 3구간,133.67
58,14시 4구간,133.67
59,15시 1구간,133.67
60,15시 2구간,133.67
61,15시 3구간,133.67
62,15시 4구간,133.67
63,16시 1구간,102.56
64,16시 2구간,102.56
65,16시 3구간,102.56
66,16시 4구간,102.56
67,17시 1구간,102.85
68,17시 2구간,102.85
69,17시 3구간,102.85
70,17시 4구간,102.85
71,18시 1구간,110.46
72,18시 2구간,110.46
73,18시 3구간,110.46
74,18시 4구간,110.46
75,19시 1구간,110.63
76,19시 2구간,110.63
77,19시 3구간,110.63
78,19시 4구간,110.63
79,20시 1구간,110.98
80,20시 2구간,110.98
81,20시 3구간,110.98
82,20시 4구간,110.98
83,21시 1구간,102.86
84,21시 2구간,102.86
85,21시 3구간,102.86
86,21시 4구간,102.86
87,22시 1구간,111.16
88,22시 2구간,111.16
89,22시 3구간,111.16
90,22시 4구간,111.16
91,23시 1구간,102.38
92,23시 2구간,102.38
93,23시 3구간,102.38
94,23시 4구간,102.38
95,24시 1구간,102.39
96,24시 2구간,102.39
97,24시 3구간,102.39
98,24시 4구간,102.39
