,시간,02-28 (금)
0,최대,154.27
1,최소,80.53
2,가중평균,113.31
3,01시 1구간,87.2
4,01시 2구간,87.2
5,01시 3구간,87.2
6,01시 4구간,87.2
7,02시 1구간,81.74
8,02시 2구간,81.74
9,02시 3구간,81.74
10,02시 4구간,81.74
11,03시 1구간,80.53
12,03시 2구간,80.53
13,03시 3구간,80.53
14,03시 4구간,80.53
15,04시 1구간,80.53
16,04시 2구간,80.53
17,04시 3구간,80.53
18,04시 4구간,80.53
19,05시 1구간,80.53
20,05시 2구간,80.53
21,05시 3구간,80.53
22,05시 4구간,80.53
23,06시 1구간,80.71
24,06시 2구간,80.71
25,06시 3구간,80.71
26,06시 4구간,80.71
27,07시 1구간,88.12
28,07시 2구간,88.12
29,07시 3구간,88.12
30,07시 4구간,88.12
31,08시 1구간,99.18
32,08시 2구간,99.18
33,08시 3구간,99.18
34,08시 4구간,99.18
35,09시 1구간,145.22
36,09시 2구간,145.65
37,09시 3구간,149.56
38,09시 4구간,150.26
39,10시 1구간,154.27
40,10시 2구간,152.04
41,10시 3구간,153.23
42,10시 4구간,153.64
43,11시 1구간,153.65
44,11시 2구간,153.7
45,11시 3구간,153.75
46,11시 4구간,152.53
47,12시 1구간,152.47
48,12시 2구간,151.67
49,12시 3구간,151.71
50,12시 4구간,151.06
51,13시 1구간,146.23
52,13시 2구간,146.36
53,13시 3구간,146.47
54,13시 4구간,146.58
55,14시 1구간,146.68
56,14시 2구간,146.77
57,14시 3구간,149.49
58,14시 4구간,149.26
59,15시 1구간,147.02
60,15시 2구간,147.08
61,15시 3구간,147.15
62,15시 4구간,147.21
63,16시 1구간,147.26
64,16시 2구간,147.33
65,16시 3구간,150.52
66,16시 4구간,147.44
67,17시 1구간,147.57
68,17시 2구간,150.51
69,17시 3구간,147.67
70,17시 4구간,147.71
71,18시 1구간,113.83
72,18시 2구간,113.83
73,18시 3구간,113.83
74,18시 4구간,113.83
75,19시 1구간,100.14
76,19시 2구간,100.14
77,19시 3구간,100.14
78,19시 4구간,100.14
79,20시 1구간,100.14
80,20시 2구간,100.14
81,20시 3구간,100.14
82,20시 4구간,100.14
83,21시 1구간,99.2
84,21시 2구간,99.2
85,21시 3구간,99.2
86,21시 4구간,99.2
87,22시 1구간,95.27
88,22시 2구간,95.27
89,22시 3구간,95.27
90,22시 4구간,95.27
91,23시 1구간,92.54
92,23시 2구간,92.54
93,23시 3구간,92.54
94,23시 4구간,92.54
95,24시 1구간,92.54
96,24시 2구간,92.54
97,24시 3구간,92.54
98,24시 4구간,92.54
