,시간,02-19 (수)
0,최대,157.35
1,최소,-67.16
2,가중평균,99.93
3,01시 1구간,107.9
4,01시 2구간,107.9
5,01시 3구간,107.9
6,01시 4구간,107.9
7,02시 1구간,101.77
8,02시 2구간,101.77
9,02시 3구간,101.77
10,02시 4구간,101.77
11,03시 1구간,98.38
12,03시 2구간,98.38
13,03시 3구간,98.38
14,03시 4구간,98.38
15,04시 1구간,97.93
16,04시 2구간,97.93
17,04시 3구간,97.93
18,04시 4구간,97.93
19,05시 1구간,98.42
20,05시 2구간,98.42
21,05시 3구간,98.42
22,05시 4구간,98.42
23,06시 1구간,102.35
24,06시 2구간,102.35
25,06시 3구간,102.35
26,06시 4구간,102.35
27,07시 1구간,113.2
28,07시 2구간,113.2
29,07시 3구간,113.2
30,07시 4구간,113.2
31,08시 1구간,128.69
32,08시 2구간,128.69
33,08시 3구간,128.69
34,08시 4구간,128.69
35,09시 1구간,137.5
36,09시 2구간,137.5
37,09시 3구간,137.5
38,09시 4구간,137.5
39,10시 1구간,151.61
40,10시 2구간,151.85
41,10시 3구간,145.3
42,10시 4구간,145.5
43,11시 1구간,157.35
44,11시 2구간,157.35
45,11시 3구간,0.0
46,11시 4구간,0.0
47,12시 1구간,0.0
48,12시 2구간,0.0
49,12시 3구간,-48.0
50,12시 4구간,-48.0
51,13시 1구간,-48.0
52,13시 2구간,-48.0
53,13시 3구간,-67.16
54,13시 4구간,-48.0
55,14시 1구간,0.0
56,14시 2구간,0.0
57,14시 3구간,0.0
58,14시 4구간,0.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,0.0
63,16시 1구간,112.86
64,16시 2구간,0.0
65,16시 3구간,131.0
66,16시 4구간,131.0
67,17시 1구간,140.97
68,17시 2구간,140.97
69,17시 3구간,140.97
70,17시 4구간,140.97
71,18시 1구간,132.55
72,18시 2구간,132.55
73,18시 3구간,132.55
74,18시 4구간,132.55
75,19시 1구간,130.74
76,19시 2구간,130.74
77,19시 3구간,130.74
78,19시 4구간,148.06
79,20시 1구간,130.78
80,20시 2구간,130.78
81,20시 3구간,130.78
82,20시 4구간,130.78
83,21시 1구간,129.84
84,21시 2구간,129.84
85,21시 3구간,129.84
86,21시 4구간,129.84
87,22시 1구간,124.91
88,22시 2구간,124.91
89,22시 3구간,124.91
90,22시 4구간,124.91
91,23시 1구간,128.0
92,23시 2구간,128.0
93,23시 3구간,128.0
94,23시 4구간,128.0
95,24시 1구간,128.37
96,24시 2구간,128.37
97,24시 3구간,148.91
98,24시 4구간,148.91
