,시간,11-28 (목)
0,최대,156.16
1,최소,87.57
2,가중평균,127.94
3,01시 1구간,111.21
4,01시 2구간,111.21
5,01시 3구간,111.21
6,01시 4구간,111.21
7,02시 1구간,102.96
8,02시 2구간,102.96
9,02시 3구간,102.96
10,02시 4구간,102.96
11,03시 1구간,91.06
12,03시 2구간,91.06
13,03시 3구간,91.06
14,03시 4구간,91.06
15,04시 1구간,87.57
16,04시 2구간,87.57
17,04시 3구간,87.57
18,04시 4구간,87.57
19,05시 1구간,101.43
20,05시 2구간,101.43
21,05시 3구간,101.43
22,05시 4구간,101.43
23,06시 1구간,102.75
24,06시 2구간,102.75
25,06시 3구간,102.75
26,06시 4구간,102.75
27,07시 1구간,105.8
28,07시 2구간,105.8
29,07시 3구간,105.8
30,07시 4구간,105.8
31,08시 1구간,117.04
32,08시 2구간,117.04
33,08시 3구간,117.04
34,08시 4구간,117.04
35,09시 1구간,137.98
36,09시 2구간,137.98
37,09시 3구간,137.98
38,09시 4구간,137.98
39,10시 1구간,137.97
40,10시 2구간,137.97
41,10시 3구간,137.97
42,10시 4구간,137.97
43,11시 1구간,156.16
44,11시 2구간,156.16
45,11시 3구간,156.16
46,11시 4구간,156.16
47,12시 1구간,144.56
48,12시 2구간,144.56
49,12시 3구간,144.56
50,12시 4구간,144.56
51,13시 1구간,137.98
52,13시 2구간,137.98
53,13시 3구간,137.98
54,13시 4구간,137.98
55,14시 1구간,137.98
56,14시 2구간,137.98
57,14시 3구간,137.98
58,14시 4구간,137.98
59,15시 1구간,137.97
60,15시 2구간,137.97
61,15시 3구간,137.97
62,15시 4구간,137.97
63,16시 1구간,137.92
64,16시 2구간,137.92
65,16시 3구간,137.92
66,16시 4구간,137.92
67,17시 1구간,137.1
68,17시 2구간,137.1
69,17시 3구간,137.1
70,17시 4구간,137.1
71,18시 1구간,142.92
72,18시 2구간,142.92
73,18시 3구간,142.92
74,18시 4구간,142.92
75,19시 1구간,150.99
76,19시 2구간,150.98
77,19시 3구간,150.94
78,19시 4구간,150.83
79,20시 1구간,150.83
80,20시 2구간,150.83
81,20시 3구간,150.79
82,20시 4구간,150.79
83,21시 1구간,150.82
84,21시 2구간,130.65
85,21시 3구간,130.65
86,21시 4구간,130.65
87,22시 1구간,127.98
88,22시 2구간,127.98
89,22시 3구간,127.98
90,22시 4구간,127.98
91,23시 1구간,117.24
92,23시 2구간,117.24
93,23시 3구간,117.24
94,23시 4구간,117.24
95,24시 1구간,117.24
96,24시 2구간,117.24
97,24시 3구간,117.24
98,24시 4구간,117.24
