,시간,12-16 (월)
0,최대,170.67
1,최소,80.34
2,가중평균,138.97
3,01시 1구간,111.06
4,01시 2구간,111.06
5,01시 3구간,111.06
6,01시 4구간,111.06
7,02시 1구간,99.87
8,02시 2구간,99.87
9,02시 3구간,99.87
10,02시 4구간,99.87
11,03시 1구간,80.38
12,03시 2구간,80.38
13,03시 3구간,80.38
14,03시 4구간,80.38
15,04시 1구간,80.34
16,04시 2구간,80.34
17,04시 3구간,80.34
18,04시 4구간,80.34
19,05시 1구간,80.38
20,05시 2구간,80.38
21,05시 3구간,80.38
22,05시 4구간,80.38
23,06시 1구간,111.41
24,06시 2구간,111.41
25,06시 3구간,111.41
26,06시 4구간,111.41
27,07시 1구간,100.92
28,07시 2구간,100.92
29,07시 3구간,100.92
30,07시 4구간,100.92
31,08시 1구간,134.1
32,08시 2구간,134.1
33,08시 3구간,134.1
34,08시 4구간,134.1
35,09시 1구간,146.9
36,09시 2구간,146.9
37,09시 3구간,146.9
38,09시 4구간,146.9
39,10시 1구간,170.67
40,10시 2구간,170.67
41,10시 3구간,170.67
42,10시 4구간,170.67
43,11시 1구간,156.79
44,11시 2구간,156.79
45,11시 3구간,156.79
46,11시 4구간,159.72
47,12시 1구간,159.68
48,12시 2구간,160.52
49,12시 3구간,156.56
50,12시 4구간,156.55
51,13시 1구간,156.37
52,13시 2구간,155.75
53,13시 3구간,155.34
54,13시 4구간,156.87
55,14시 1구간,157.68
56,14시 2구간,157.76
57,14시 3구간,157.73
58,14시 4구간,157.6
59,15시 1구간,158.95
60,15시 2구간,156.23
61,15시 3구간,155.56
62,15시 4구간,155.95
63,16시 1구간,156.82
64,16시 2구간,157.71
65,16시 3구간,157.25
66,16시 4구간,157.1
67,17시 1구간,158.28
68,17시 2구간,158.3
69,17시 3구간,158.3
70,17시 4구간,158.24
71,18시 1구간,158.25
72,18시 2구간,158.3
73,18시 3구간,158.35
74,18시 4구간,142.79
75,19시 1구간,140.34
76,19시 2구간,140.34
77,19시 3구간,158.44
78,19시 4구간,158.44
79,20시 1구간,158.43
80,20시 2구간,158.42
81,20시 3구간,158.41
82,20시 4구간,158.4
83,21시 1구간,157.62
84,21시 2구간,157.56
85,21시 3구간,157.49
86,21시 4구간,157.43
87,22시 1구간,157.37
88,22시 2구간,157.38
89,22시 3구간,157.4
90,22시 4구간,157.41
91,23시 1구간,158.74
92,23시 2구간,158.74
93,23시 3구간,158.74
94,23시 4구간,157.24
95,24시 1구간,116.31
96,24시 2구간,116.31
97,24시 3구간,116.31
98,24시 4구간,116.31
