,시간,01-20 (월)
0,최대,165.68
1,최소,-75.01
2,가중평균,101.88
3,01시 1구간,117.61
4,01시 2구간,117.61
5,01시 3구간,117.61
6,01시 4구간,117.61
7,02시 1구간,80.3
8,02시 2구간,80.3
9,02시 3구간,80.3
10,02시 4구간,80.3
11,03시 1구간,80.3
12,03시 2구간,80.3
13,03시 3구간,80.3
14,03시 4구간,80.3
15,04시 1구간,80.3
16,04시 2구간,80.3
17,04시 3구간,80.3
18,04시 4구간,80.3
19,05시 1구간,80.3
20,05시 2구간,80.3
21,05시 3구간,80.3
22,05시 4구간,80.3
23,06시 1구간,95.31
24,06시 2구간,95.31
25,06시 3구간,95.31
26,06시 4구간,95.31
27,07시 1구간,101.84
28,07시 2구간,101.84
29,07시 3구간,101.84
30,07시 4구간,101.84
31,08시 1구간,116.05
32,08시 2구간,116.05
33,08시 3구간,116.05
34,08시 4구간,116.05
35,09시 1구간,155.8
36,09시 2구간,155.79
37,09시 3구간,155.86
38,09시 4구간,155.83
39,10시 1구간,157.96
40,10시 2구간,157.82
41,10시 3구간,124.86
42,10시 4구간,153.41
43,11시 1구간,165.68
44,11시 2구간,165.68
45,11시 3구간,165.68
46,11시 4구간,-48.0
47,12시 1구간,-75.01
48,12시 2구간,-75.01
49,12시 3구간,-75.01
50,12시 4구간,-75.01
51,13시 1구간,-75.01
52,13시 2구간,-75.01
53,13시 3구간,-75.01
54,13시 4구간,-75.01
55,14시 1구간,-75.01
56,14시 2구간,-75.01
57,14시 3구간,-48.0
58,14시 4구간,-48.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,138.62
62,15시 4구간,138.62
63,16시 1구간,138.59
64,16시 2구간,138.59
65,16시 3구간,138.59
66,16시 4구간,138.59
67,17시 1구간,138.62
68,17시 2구간,138.62
69,17시 3구간,138.62
70,17시 4구간,138.62
71,18시 1구간,138.59
72,18시 2구간,138.59
73,18시 3구간,154.69
74,18시 4구간,156.49
75,19시 1구간,156.67
76,19시 2구간,156.52
77,19시 3구간,156.38
78,19시 4구간,158.21
79,20시 1구간,158.18
80,20시 2구간,158.16
81,20시 3구간,158.13
82,20시 4구간,157.97
83,21시 1구간,157.95
84,21시 2구간,157.97
85,21시 3구간,157.99
86,21시 4구간,157.15
87,22시 1구간,157.19
88,22시 2구간,152.84
89,22시 3구간,152.97
90,22시 4구간,156.25
91,23시 1구간,117.41
92,23시 2구간,117.41
93,23시 3구간,117.41
94,23시 4구간,117.41
95,24시 1구간,116.84
96,24시 2구간,116.84
97,24시 3구간,116.84
98,24시 4구간,116.84
