Day,forecast_da,forecast_rt,m(t),timestamp
2024-01-21 15:00:00+09:00,175.0244398,144.9695558,,2024-01-21 15:00:00+09:00
2024-01-21 16:00:00+09:00,105.7785495,97.48281462,,2024-01-21 16:00:00+09:00
2024-01-21 17:00:00+09:00,46.05256598,37.22825081,,2024-01-21 17:00:00+09:00
2024-01-22 07:00:00+09:00,0.451001095,1.854097298,,2024-01-22 07:00:00+09:00
2024-01-22 08:00:00+09:00,4.365205901,10.92936574,,2024-01-22 08:00:00+09:00
2024-01-22 09:00:00+09:00,112.1213008,128.95776,,2024-01-22 09:00:00+09:00
2024-01-22 10:00:00+09:00,425.2221308,380.3662002,,2024-01-22 10:00:00+09:00
2024-01-22 11:00:00+09:00,620.1237176,532.3502776,,2024-01-22 11:00:00+09:00
2024-01-22 12:00:00+09:00,739.6032759,629.5326685,,2024-01-22 12:00:00+09:00
2024-01-22 13:00:00+09:00,784.7169858,760.5559298,,2024-01-22 13:00:00+09:00
2024-01-22 14:00:00+09:00,792.6615709,769.6935661,,2024-01-22 14:00:00+09:00
2024-01-22 15:00:00+09:00,706.4086877,627.4095799,,2024-01-22 15:00:00+09:00
2024-01-22 16:00:00+09:00,528.7800463,494.805911,,2024-01-22 16:00:00+09:00
2024-01-22 17:00:00+09:00,284.1939642,287.7425466,,2024-01-22 17:00:00+09:00
2024-01-23 07:00:00+09:00,0.10140903,3.530913215,,2024-01-23 07:00:00+09:00
2024-01-23 08:00:00+09:00,22.03108861,31.71546585,,2024-01-23 08:00:00+09:00
2024-01-23 09:00:00+09:00,155.6611097,180.1442969,,2024-01-23 09:00:00+09:00
2024-01-23 10:00:00+09:00,439.9332194,421.0905549,,2024-01-23 10:00:00+09:00
2024-01-23 11:00:00+09:00,666.7439492,658.1198928,,2024-01-23 11:00:00+09:00
2024-01-23 12:00:00+09:00,808.99373,780.0989198,,2024-01-23 12:00:00+09:00
2024-01-23 13:00:00+09:00,831.4701577,838.1292111,,2024-01-23 13:00:00+09:00
2024-01-23 14:00:00+09:00,829.9672777,810.5775967,,2024-01-23 14:00:00+09:00
2024-01-23 15:00:00+09:00,734.7996084,693.2706237,,2024-01-23 15:00:00+09:00
2024-01-23 16:00:00+09:00,537.4335235,558.6025823,,2024-01-23 16:00:00+09:00
2024-01-23 17:00:00+09:00,336.0938481,310.1015836,,2024-01-23 17:00:00+09:00
2024-01-24 07:00:00+09:00,3.927558905,2.58615649,,2024-01-24 07:00:00+09:00
2024-01-24 08:00:00+09:00,22.14921861,19.46720813,,2024-01-24 08:00:00+09:00
2024-01-24 09:00:00+09:00,176.2688498,171.9606473,,2024-01-24 09:00:00+09:00
2024-01-24 10:00:00+09:00,424.9112044,424.3588108,,2024-01-24 10:00:00+09:00
2024-01-24 11:00:00+09:00,693.2767193,660.1602926,,2024-01-24 11:00:00+09:00
2024-01-24 12:00:00+09:00,800.129772,806.4279829,,2024-01-24 12:00:00+09:00
2024-01-24 13:00:00+09:00,835.4522379,834.349352,,2024-01-24 13:00:00+09:00
2024-01-24 14:00:00+09:00,828.1673505,818.2778033,,2024-01-24 14:00:00+09:00
2024-01-24 15:00:00+09:00,763.6972071,747.5826017,,2024-01-24 15:00:00+09:00
2024-01-24 16:00:00+09:00,598.423889,569.0259346,,2024-01-24 16:00:00+09:00
2024-01-24 17:00:00+09:00,326.6146947,310.8399907,,2024-01-24 17:00:00+09:00
2024-01-25 07:00:00+09:00,0.145773156,0.243240814,,2024-01-25 07:00:00+09:00
2024-01-25 08:00:00+09:00,9.373896479,11.71724,,2024-01-25 08:00:00+09:00
2024-01-25 09:00:00+09:00,132.7258758,136.6659842,,2024-01-25 09:00:00+09:00
2024-01-25 10:00:00+09:00,400.9149914,380.6661411,,2024-01-25 10:00:00+09:00
2024-01-25 11:00:00+09:00,640.8879159,639.3248784,,2024-01-25 11:00:00+09:00
2024-01-25 12:00:00+09:00,768.476364,781.0734172,,2024-01-25 12:00:00+09:00
2024-01-25 13:00:00+09:00,842.1921706,843.8191543,,2024-01-25 13:00:00+09:00
