,시간,03-12 (수)
0,최대,154.12
1,최소,89.58
2,가중평균,126.51
3,01시 1구간,103.52
4,01시 2구간,103.52
5,01시 3구간,103.52
6,01시 4구간,103.52
7,02시 1구간,89.8
8,02시 2구간,89.8
9,02시 3구간,89.8
10,02시 4구간,89.8
11,03시 1구간,89.8
12,03시 2구간,89.8
13,03시 3구간,89.8
14,03시 4구간,89.8
15,04시 1구간,89.58
16,04시 2구간,89.58
17,04시 3구간,89.58
18,04시 4구간,89.58
19,05시 1구간,89.8
20,05시 2구간,89.8
21,05시 3구간,89.8
22,05시 4구간,89.8
23,06시 1구간,89.8
24,06시 2구간,89.8
25,06시 3구간,89.8
26,06시 4구간,89.8
27,07시 1구간,97.93
28,07시 2구간,97.93
29,07시 3구간,97.93
30,07시 4구간,97.93
31,08시 1구간,150.0
32,08시 2구간,150.0
33,08시 3구간,150.0
34,08시 4구간,150.0
35,09시 1구간,150.0
36,09시 2구간,150.0
37,09시 3구간,150.0
38,09시 4구간,150.0
39,10시 1구간,150.0
40,10시 2구간,150.0
41,10시 3구간,150.0
42,10시 4구간,150.0
43,11시 1구간,154.12
44,11시 2구간,154.12
45,11시 3구간,152.29
46,11시 4구간,152.29
47,12시 1구간,143.45
48,12시 2구간,143.45
49,12시 3구간,143.45
50,12시 4구간,141.75
51,13시 1구간,141.75
52,13시 2구간,141.75
53,13시 3구간,141.75
54,13시 4구간,143.45
55,14시 1구간,143.45
56,14시 2구간,143.45
57,14시 3구간,143.45
58,14시 4구간,143.09
59,15시 1구간,128.97
60,15시 2구간,139.65
61,15시 3구간,141.75
62,15시 4구간,141.75
63,16시 1구간,146.95
64,16시 2구간,146.95
65,16시 3구간,146.95
66,16시 4구간,146.95
67,17시 1구간,128.97
68,17시 2구간,128.97
69,17시 3구간,128.97
70,17시 4구간,128.97
71,18시 1구간,125.9
72,18시 2구간,125.9
73,18시 3구간,125.9
74,18시 4구간,125.9
75,19시 1구간,125.9
76,19시 2구간,125.9
77,19시 3구간,125.9
78,19시 4구간,125.9
79,20시 1구간,147.1
80,20시 2구간,147.1
81,20시 3구간,147.1
82,20시 4구간,147.1
83,21시 1구간,146.95
84,21시 2구간,146.95
85,21시 3구간,146.95
86,21시 4구간,146.95
87,22시 1구간,147.1
88,22시 2구간,147.1
89,22시 3구간,147.1
90,22시 4구간,147.1
91,23시 1구간,113.25
92,23시 2구간,113.25
93,23시 3구간,113.25
94,23시 4구간,113.25
95,24시 1구간,112.47
96,24시 2구간,112.47
97,24시 3구간,112.47
98,24시 4구간,112.47
