,시간,03-15 (토)
0,최대,131.75
1,최소,-0.63
2,가중평균,81.37
3,01시 1구간,131.75
4,01시 2구간,131.75
5,01시 3구간,131.75
6,01시 4구간,131.75
7,02시 1구간,98.13
8,02시 2구간,98.13
9,02시 3구간,98.13
10,02시 4구간,98.13
11,03시 1구간,97.37
12,03시 2구간,97.37
13,03시 3구간,97.37
14,03시 4구간,97.37
15,04시 1구간,97.03
16,04시 2구간,0.0
17,04시 3구간,0.0
18,04시 4구간,0.0
19,05시 1구간,-0.63
20,05시 2구간,-0.63
21,05시 3구간,-0.63
22,05시 4구간,-0.63
23,06시 1구간,0.0
24,06시 2구간,0.0
25,06시 3구간,0.0
26,06시 4구간,0.0
27,07시 1구간,0.0
28,07시 2구간,0.0
29,07시 3구간,98.22
30,07시 4구간,98.22
31,08시 1구간,98.26
32,08시 2구간,98.26
33,08시 3구간,98.26
34,08시 4구간,98.26
35,09시 1구간,97.03
36,09시 2구간,97.03
37,09시 3구간,97.03
38,09시 4구간,97.03
39,10시 1구간,107.97
40,10시 2구간,107.97
41,10시 3구간,107.97
42,10시 4구간,107.97
43,11시 1구간,97.87
44,11시 2구간,97.87
45,11시 3구간,97.87
46,11시 4구간,97.87
47,12시 1구간,97.65
48,12시 2구간,97.65
49,12시 3구간,97.65
50,12시 4구간,97.65
51,13시 1구간,6.83
52,13시 2구간,6.83
53,13시 3구간,6.83
54,13시 4구간,6.83
55,14시 1구간,79.16
56,14시 2구간,79.16
57,14시 3구간,79.16
58,14시 4구간,79.16
59,15시 1구간,67.12
60,15시 2구간,67.12
61,15시 3구간,67.12
62,15시 4구간,67.12
63,16시 1구간,78.74
64,16시 2구간,78.74
65,16시 3구간,78.74
66,16시 4구간,78.74
67,17시 1구간,86.47
68,17시 2구간,86.47
69,17시 3구간,86.47
70,17시 4구간,86.47
71,18시 1구간,97.59
72,18시 2구간,97.59
73,18시 3구간,97.59
74,18시 4구간,97.59
75,19시 1구간,98.54
76,19시 2구간,98.54
77,19시 3구간,98.54
78,19시 4구간,98.54
79,20시 1구간,98.54
80,20시 2구간,98.54
81,20시 3구간,98.54
82,20시 4구간,98.54
83,21시 1구간,98.54
84,21시 2구간,98.54
85,21시 3구간,98.54
86,21시 4구간,98.54
87,22시 1구간,98.54
88,22시 2구간,98.54
89,22시 3구간,98.54
90,22시 4구간,98.54
91,23시 1구간,98.54
92,23시 2구간,98.54
93,23시 3구간,98.54
94,23시 4구간,98.54
95,24시 1구간,98.54
96,24시 2구간,98.54
97,24시 3구간,98.54
98,24시 4구간,98.54
