,시간,03-09 (일)
0,최대,283.19
1,최소,-69.76
2,가중평균,120.35
3,01시 1구간,154.76
4,01시 2구간,154.76
5,01시 3구간,154.76
6,01시 4구간,154.76
7,02시 1구간,97.6
8,02시 2구간,97.6
9,02시 3구간,97.6
10,02시 4구간,97.6
11,03시 1구간,115.41
12,03시 2구간,114.8
13,03시 3구간,114.35
14,03시 4구간,89.37
15,04시 1구간,97.6
16,04시 2구간,97.6
17,04시 3구간,97.6
18,04시 4구간,97.6
19,05시 1구간,114.27
20,05시 2구간,114.27
21,05시 3구간,114.27
22,05시 4구간,114.27
23,06시 1구간,143.08
24,06시 2구간,143.08
25,06시 3구간,143.08
26,06시 4구간,143.08
27,07시 1구간,114.94
28,07시 2구간,114.94
29,07시 3구간,115.32
30,07시 4구간,115.61
31,08시 1구간,115.11
32,08시 2구간,115.07
33,08시 3구간,113.74
34,08시 4구간,96.67
35,09시 1구간,78.49
36,09시 2구간,78.49
37,09시 3구간,78.49
38,09시 4구간,78.49
39,10시 1구간,77.77
40,10시 2구간,267.92
41,10시 3구간,0.0
42,10시 4구간,-69.76
43,11시 1구간,245.74
44,11시 2구간,137.3
45,11시 3구간,0.0
46,11시 4구간,137.15
47,12시 1구간,0.0
48,12시 2구간,0.0
49,12시 3구간,-48.0
50,12시 4구간,0.0
51,13시 1구간,184.75
52,13시 2구간,195.43
53,13시 3구간,260.39
54,13시 4구간,270.74
55,14시 1구간,273.83
56,14시 2구간,276.59
57,14시 3구간,280.14
58,14시 4구간,283.19
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,0.0
62,15시 4구간,0.0
63,16시 1구간,79.29
64,16시 2구간,79.29
65,16시 3구간,-69.76
66,16시 4구간,79.29
67,17시 1구간,95.61
68,17시 2구간,95.61
69,17시 3구간,95.61
70,17시 4구간,95.61
71,18시 1구간,122.91
72,18시 2구간,122.91
73,18시 3구간,122.91
74,18시 4구간,122.91
75,19시 1구간,146.46
76,19시 2구간,146.46
77,19시 3구간,146.46
78,19시 4구간,146.46
79,20시 1구간,143.36
80,20시 2구간,143.36
81,20시 3구간,143.36
82,20시 4구간,143.36
83,21시 1구간,141.31
84,21시 2구간,141.31
85,21시 3구간,141.31
86,21시 4구간,141.31
87,22시 1구간,145.65
88,22시 2구간,145.65
89,22시 3구간,145.65
90,22시 4구간,145.65
91,23시 1구간,141.31
92,23시 2구간,141.31
93,23시 3구간,141.31
94,23시 4구간,141.31
95,24시 1구간,145.77
96,24시 2구간,145.77
97,24시 3구간,145.77
98,24시 4구간,145.77
