,시간,03-13 (목)
0,최대,163.07
1,최소,82.59
2,가중평균,109.71
3,01시 1구간,91.37
4,01시 2구간,91.37
5,01시 3구간,91.37
6,01시 4구간,91.37
7,02시 1구간,85.12
8,02시 2구간,85.12
9,02시 3구간,85.12
10,02시 4구간,85.12
11,03시 1구간,82.92
12,03시 2구간,82.92
13,03시 3구간,82.92
14,03시 4구간,82.92
15,04시 1구간,82.59
16,04시 2구간,82.59
17,04시 3구간,82.59
18,04시 4구간,82.59
19,05시 1구간,83.85
20,05시 2구간,83.85
21,05시 3구간,83.85
22,05시 4구간,83.85
23,06시 1구간,89.99
24,06시 2구간,89.99
25,06시 3구간,89.99
26,06시 4구간,89.99
27,07시 1구간,109.57
28,07시 2구간,109.57
29,07시 3구간,109.57
30,07시 4구간,109.57
31,08시 1구간,111.44
32,08시 2구간,111.44
33,08시 3구간,111.44
34,08시 4구간,111.44
35,09시 1구간,116.83
36,09시 2구간,116.83
37,09시 3구간,116.83
38,09시 4구간,116.83
39,10시 1구간,116.81
40,10시 2구간,116.81
41,10시 3구간,116.81
42,10시 4구간,116.81
43,11시 1구간,116.79
44,11시 2구간,116.79
45,11시 3구간,116.79
46,11시 4구간,116.79
47,12시 1구간,115.06
48,12시 2구간,115.06
49,12시 3구간,115.06
50,12시 4구간,115.06
51,13시 1구간,97.84
52,13시 2구간,97.84
53,13시 3구간,97.84
54,13시 4구간,97.84
55,14시 1구간,97.84
56,14시 2구간,97.84
57,14시 3구간,97.84
58,14시 4구간,97.84
59,15시 1구간,97.84
60,15시 2구간,97.84
61,15시 3구간,97.84
62,15시 4구간,97.84
63,16시 1구간,111.44
64,16시 2구간,111.44
65,16시 3구간,111.44
66,16시 4구간,111.44
67,17시 1구간,106.95
68,17시 2구간,106.95
69,17시 3구간,106.95
70,17시 4구간,106.95
71,18시 1구간,111.74
72,18시 2구간,111.74
73,18시 3구간,111.74
74,18시 4구간,111.74
75,19시 1구간,111.85
76,19시 2구간,111.85
77,19시 3구간,111.85
78,19시 4구간,111.85
79,20시 1구간,163.07
80,20시 2구간,163.07
81,20시 3구간,163.07
82,20시 4구간,163.07
83,21시 1구간,163.07
84,21시 2구간,163.07
85,21시 3구간,163.07
86,21시 4구간,163.07
87,22시 1구간,111.74
88,22시 2구간,111.74
89,22시 3구간,111.74
90,22시 4구간,111.74
91,23시 1구간,111.74
92,23시 2구간,111.74
93,23시 3구간,111.74
94,23시 4구간,111.74
95,24시 1구간,111.74
96,24시 2구간,111.74
97,24시 3구간,111.74
98,24시 4구간,111.74
