,시간,12-25 (수)
0,최대,145.72
1,최소,91.63
2,가중평균,110.69
3,01시 1구간,103.43
4,01시 2구간,103.43
5,01시 3구간,103.43
6,01시 4구간,103.43
7,02시 1구간,92.54
8,02시 2구간,92.54
9,02시 3구간,92.54
10,02시 4구간,92.54
11,03시 1구간,92.15
12,03시 2구간,92.15
13,03시 3구간,92.15
14,03시 4구간,92.15
15,04시 1구간,91.63
16,04시 2구간,91.63
17,04시 3구간,91.63
18,04시 4구간,91.63
19,05시 1구간,91.82
20,05시 2구간,91.82
21,05시 3구간,91.82
22,05시 4구간,91.82
23,06시 1구간,91.89
24,06시 2구간,91.89
25,06시 3구간,91.89
26,06시 4구간,91.89
27,07시 1구간,92.38
28,07시 2구간,92.38
29,07시 3구간,92.38
30,07시 4구간,92.38
31,08시 1구간,117.23
32,08시 2구간,117.23
33,08시 3구간,117.23
34,08시 4구간,117.23
35,09시 1구간,118.82
36,09시 2구간,118.82
37,09시 3구간,118.82
38,09시 4구간,118.82
39,10시 1구간,123.24
40,10시 2구간,123.24
41,10시 3구간,123.24
42,10시 4구간,123.24
43,11시 1구간,145.72
44,11시 2구간,145.72
45,11시 3구간,145.72
46,11시 4구간,145.72
47,12시 1구간,143.84
48,12시 2구간,143.84
49,12시 3구간,143.84
50,12시 4구간,143.84
51,13시 1구간,118.83
52,13시 2구간,118.83
53,13시 3구간,118.83
54,13시 4구간,118.83
55,14시 1구간,118.83
56,14시 2구간,118.83
57,14시 3구간,118.83
58,14시 4구간,118.83
59,15시 1구간,118.81
60,15시 2구간,118.81
61,15시 3구간,118.81
62,15시 4구간,118.81
63,16시 1구간,118.81
64,16시 2구간,118.81
65,16시 3구간,118.81
66,16시 4구간,118.81
67,17시 1구간,118.83
68,17시 2구간,118.83
69,17시 3구간,118.83
70,17시 4구간,118.83
71,18시 1구간,118.84
72,18시 2구간,118.84
73,18시 3구간,118.84
74,18시 4구간,118.84
75,19시 1구간,118.37
76,19시 2구간,118.37
77,19시 3구간,118.37
78,19시 4구간,118.37
79,20시 1구간,116.07
80,20시 2구간,116.07
81,20시 3구간,116.07
82,20시 4구간,116.07
83,21시 1구간,102.67
84,21시 2구간,102.67
85,21시 3구간,102.67
86,21시 4구간,102.67
87,22시 1구간,102.3
88,22시 2구간,102.3
89,22시 3구간,102.3
90,22시 4구간,102.3
91,23시 1구간,102.0
92,23시 2구간,102.0
93,23시 3구간,102.0
94,23시 4구간,102.0
95,24시 1구간,102.17
96,24시 2구간,102.17
97,24시 3구간,102.17
98,24시 4구간,102.17
