,시간,01-27 (월)
0,최대,162.08
1,최소,-75.01
2,가중평균,113.69
3,01시 1구간,97.52
4,01시 2구간,97.52
5,01시 3구간,97.52
6,01시 4구간,97.52
7,02시 1구간,85.1
8,02시 2구간,85.1
9,02시 3구간,85.1
10,02시 4구간,85.1
11,03시 1구간,84.27
12,03시 2구간,84.27
13,03시 3구간,84.27
14,03시 4구간,84.27
15,04시 1구간,84.27
16,04시 2구간,84.27
17,04시 3구간,84.27
18,04시 4구간,84.27
19,05시 1구간,84.27
20,05시 2구간,84.27
21,05시 3구간,84.27
22,05시 4구간,84.27
23,06시 1구간,84.86
24,06시 2구간,84.86
25,06시 3구간,84.86
26,06시 4구간,84.86
27,07시 1구간,118.56
28,07시 2구간,118.56
29,07시 3구간,118.56
30,07시 4구간,118.56
31,08시 1구간,114.54
32,08시 2구간,114.54
33,08시 3구간,114.54
34,08시 4구간,114.54
35,09시 1구간,116.87
36,09시 2구간,116.87
37,09시 3구간,116.87
38,09시 4구간,116.87
39,10시 1구간,138.5
40,10시 2구간,138.5
41,10시 3구간,138.5
42,10시 4구간,138.5
43,11시 1구간,140.83
44,11시 2구간,140.83
45,11시 3구간,140.83
46,11시 4구간,-48.0
47,12시 1구간,-48.0
48,12시 2구간,-75.01
49,12시 3구간,-75.01
50,12시 4구간,0.0
51,13시 1구간,112.83
52,13시 2구간,114.03
53,13시 3구간,116.64
54,13시 4구간,140.53
55,14시 1구간,133.52
56,14시 2구간,133.52
57,14시 3구간,133.52
58,14시 4구간,133.52
59,15시 1구간,132.97
60,15시 2구간,132.97
61,15시 3구간,132.97
62,15시 4구간,132.97
63,16시 1구간,132.08
64,16시 2구간,132.08
65,16시 3구간,132.08
66,16시 4구간,132.08
67,17시 1구간,132.08
68,17시 2구간,132.08
69,17시 3구간,132.08
70,17시 4구간,132.08
71,18시 1구간,132.08
72,18시 2구간,132.08
73,18시 3구간,132.08
74,18시 4구간,132.08
75,19시 1구간,132.09
76,19시 2구간,132.09
77,19시 3구간,132.09
78,19시 4구간,132.09
79,20시 1구간,132.09
80,20시 2구간,132.09
81,20시 3구간,162.08
82,20시 4구간,162.08
83,21시 1구간,162.08
84,21시 2구간,162.08
85,21시 3구간,162.08
86,21시 4구간,162.08
87,22시 1구간,162.08
88,22시 2구간,162.08
89,22시 3구간,162.08
90,22시 4구간,162.08
91,23시 1구간,113.26
92,23시 2구간,113.26
93,23시 3구간,113.26
94,23시 4구간,113.26
95,24시 1구간,104.05
96,24시 2구간,104.05
97,24시 3구간,104.05
98,24시 4구간,104.05
