,시간,11-16 (토)
0,최대,94.86
1,최소,78.38
2,가중평균,88.98
3,01시 1구간,90.81
4,01시 2구간,90.81
5,01시 3구간,90.81
6,01시 4구간,90.81
7,02시 1구간,87.47
8,02시 2구간,87.47
9,02시 3구간,87.47
10,02시 4구간,87.47
11,03시 1구간,82.08
12,03시 2구간,82.08
13,03시 3구간,82.08
14,03시 4구간,82.08
15,04시 1구간,80.6
16,04시 2구간,80.6
17,04시 3구간,80.6
18,04시 4구간,80.6
19,05시 1구간,80.6
20,05시 2구간,80.6
21,05시 3구간,80.6
22,05시 4구간,80.6
23,06시 1구간,84.63
24,06시 2구간,84.63
25,06시 3구간,84.63
26,06시 4구간,84.63
27,07시 1구간,94.01
28,07시 2구간,94.01
29,07시 3구간,94.01
30,07시 4구간,94.01
31,08시 1구간,94.86
32,08시 2구간,94.86
33,08시 3구간,94.86
34,08시 4구간,94.86
35,09시 1구간,94.05
36,09시 2구간,94.05
37,09시 3구간,94.05
38,09시 4구간,94.05
39,10시 1구간,94.38
40,10시 2구간,94.38
41,10시 3구간,94.38
42,10시 4구간,94.38
43,11시 1구간,94.62
44,11시 2구간,94.62
45,11시 3구간,94.62
46,11시 4구간,94.62
47,12시 1구간,93.99
48,12시 2구간,93.99
49,12시 3구간,93.99
50,12시 4구간,93.99
51,13시 1구간,90.81
52,13시 2구간,90.81
53,13시 3구간,90.81
54,13시 4구간,90.81
55,14시 1구간,90.92
56,14시 2구간,90.92
57,14시 3구간,90.92
58,14시 4구간,90.92
59,15시 1구간,78.38
60,15시 2구간,78.38
61,15시 3구간,78.38
62,15시 4구간,78.38
63,16시 1구간,80.6
64,16시 2구간,80.6
65,16시 3구간,80.6
66,16시 4구간,80.6
67,17시 1구간,88.62
68,17시 2구간,88.62
69,17시 3구간,88.62
70,17시 4구간,88.62
71,18시 1구간,89.48
72,18시 2구간,89.48
73,18시 3구간,89.48
74,18시 4구간,89.48
75,19시 1구간,90.81
76,19시 2구간,90.81
77,19시 3구간,90.81
78,19시 4구간,90.81
79,20시 1구간,90.81
80,20시 2구간,90.81
81,20시 3구간,90.81
82,20시 4구간,90.81
83,21시 1구간,90.85
84,21시 2구간,90.85
85,21시 3구간,90.85
86,21시 4구간,90.85
87,22시 1구간,89.48
88,22시 2구간,89.48
89,22시 3구간,89.48
90,22시 4구간,89.48
91,23시 1구간,89.48
92,23시 2구간,89.48
93,23시 3구간,89.48
94,23시 4구간,89.48
95,24시 1구간,89.48
96,24시 2구간,89.48
97,24시 3구간,89.48
98,24시 4구간,89.48
