,시간,01-02 (목)
0,최대,161.17
1,최소,80.83
2,가중평균,114.63
3,01시 1구간,84.81
4,01시 2구간,84.81
5,01시 3구간,84.81
6,01시 4구간,84.81
7,02시 1구간,80.83
8,02시 2구간,80.83
9,02시 3구간,80.83
10,02시 4구간,80.83
11,03시 1구간,80.83
12,03시 2구간,80.83
13,03시 3구간,80.83
14,03시 4구간,80.83
15,04시 1구간,80.83
16,04시 2구간,80.83
17,04시 3구간,80.83
18,04시 4구간,80.83
19,05시 1구간,80.83
20,05시 2구간,80.83
21,05시 3구간,80.83
22,05시 4구간,80.83
23,06시 1구간,80.83
24,06시 2구간,80.83
25,06시 3구간,80.83
26,06시 4구간,80.83
27,07시 1구간,87.52
28,07시 2구간,87.52
29,07시 3구간,87.52
30,07시 4구간,87.52
31,08시 1구간,97.7
32,08시 2구간,97.7
33,08시 3구간,97.7
34,08시 4구간,97.7
35,09시 1구간,128.32
36,09시 2구간,128.32
37,09시 3구간,128.32
38,09시 4구간,128.32
39,10시 1구간,161.17
40,10시 2구간,161.17
41,10시 3구간,161.17
42,10시 4구간,161.17
43,11시 1구간,161.0
44,11시 2구간,161.0
45,11시 3구간,161.0
46,11시 4구간,161.0
47,12시 1구간,134.12
48,12시 2구간,134.12
49,12시 3구간,134.12
50,12시 4구간,134.12
51,13시 1구간,133.99
52,13시 2구간,133.99
53,13시 3구간,133.99
54,13시 4구간,133.99
55,14시 1구간,133.91
56,14시 2구간,133.91
57,14시 3구간,133.91
58,14시 4구간,133.91
59,15시 1구간,133.78
60,15시 2구간,133.78
61,15시 3구간,133.78
62,15시 4구간,133.78
63,16시 1구간,138.86
64,16시 2구간,138.86
65,16시 3구간,138.86
66,16시 4구간,138.86
67,17시 1구간,133.91
68,17시 2구간,133.91
69,17시 3구간,133.91
70,17시 4구간,133.91
71,18시 1구간,133.99
72,18시 2구간,133.99
73,18시 3구간,133.99
74,18시 4구간,133.99
75,19시 1구간,128.32
76,19시 2구간,128.32
77,19시 3구간,128.32
78,19시 4구간,128.32
79,20시 1구간,115.58
80,20시 2구간,115.58
81,20시 3구간,115.58
82,20시 4구간,115.58
83,21시 1구간,113.77
84,21시 2구간,113.77
85,21시 3구간,113.77
86,21시 4구간,113.77
87,22시 1구간,103.23
88,22시 2구간,103.23
89,22시 3구간,103.23
90,22시 4구간,103.23
91,23시 1구간,102.26
92,23시 2구간,102.26
93,23시 3구간,102.26
94,23시 4구간,102.26
95,24시 1구간,96.87
96,24시 2구간,96.87
97,24시 3구간,96.87
98,24시 4구간,96.87
