,시간,12-07 (토)
0,최대,119.14
1,최소,84.71
2,가중평균,97.39
3,01시 1구간,92.89
4,01시 2구간,92.89
5,01시 3구간,92.89
6,01시 4구간,92.89
7,02시 1구간,88.87
8,02시 2구간,88.87
9,02시 3구간,88.87
10,02시 4구간,88.87
11,03시 1구간,86.59
12,03시 2구간,86.59
13,03시 3구간,86.59
14,03시 4구간,86.59
15,04시 1구간,84.71
16,04시 2구간,84.71
17,04시 3구간,84.71
18,04시 4구간,84.71
19,05시 1구간,84.71
20,05시 2구간,84.71
21,05시 3구간,84.71
22,05시 4구간,84.71
23,06시 1구간,87.13
24,06시 2구간,87.13
25,06시 3구간,87.13
26,06시 4구간,87.13
27,07시 1구간,92.29
28,07시 2구간,92.29
29,07시 3구간,92.29
30,07시 4구간,92.29
31,08시 1구간,93.19
32,08시 2구간,93.19
33,08시 3구간,93.19
34,08시 4구간,93.19
35,09시 1구간,93.19
36,09시 2구간,93.19
37,09시 3구간,93.19
38,09시 4구간,93.19
39,10시 1구간,93.19
40,10시 2구간,93.19
41,10시 3구간,93.19
42,10시 4구간,93.19
43,11시 1구간,102.61
44,11시 2구간,102.61
45,11시 3구간,102.61
46,11시 4구간,102.61
47,12시 1구간,119.14
48,12시 2구간,119.14
49,12시 3구간,119.14
50,12시 4구간,119.14
51,13시 1구간,108.36
52,13시 2구간,108.36
53,13시 3구간,108.36
54,13시 4구간,108.36
55,14시 1구간,108.45
56,14시 2구간,108.45
57,14시 3구간,108.45
58,14시 4구간,108.45
59,15시 1구간,102.3
60,15시 2구간,102.3
61,15시 3구간,102.3
62,15시 4구간,102.3
63,16시 1구간,102.18
64,16시 2구간,102.18
65,16시 3구간,102.18
66,16시 4구간,102.18
67,17시 1구간,103.18
68,17시 2구간,103.18
69,17시 3구간,103.18
70,17시 4구간,103.18
71,18시 1구간,103.18
72,18시 2구간,103.18
73,18시 3구간,103.18
74,18시 4구간,103.18
75,19시 1구간,102.62
76,19시 2구간,102.62
77,19시 3구간,102.62
78,19시 4구간,102.62
79,20시 1구간,102.62
80,20시 2구간,102.62
81,20시 3구간,102.62
82,20시 4구간,102.62
83,21시 1구간,102.27
84,21시 2구간,102.27
85,21시 3구간,102.27
86,21시 4구간,102.27
87,22시 1구간,93.19
88,22시 2구간,93.19
89,22시 3구간,93.19
90,22시 4구간,93.19
91,23시 1구간,93.19
92,23시 2구간,93.19
93,23시 3구간,93.19
94,23시 4구간,93.19
95,24시 1구간,93.19
96,24시 2구간,93.19
97,24시 3구간,93.19
98,24시 4구간,93.19
