,시간,01-05 (일)
0,최대,88.96
1,최소,77.07
2,가중평균,83.72
3,01시 1구간,86.97
4,01시 2구간,86.97
5,01시 3구간,86.97
6,01시 4구간,86.97
7,02시 1구간,78.2
8,02시 2구간,78.2
9,02시 3구간,78.2
10,02시 4구간,78.2
11,03시 1구간,77.07
12,03시 2구간,77.07
13,03시 3구간,77.07
14,03시 4구간,77.07
15,04시 1구간,77.07
16,04시 2구간,77.07
17,04시 3구간,77.07
18,04시 4구간,77.07
19,05시 1구간,77.07
20,05시 2구간,77.07
21,05시 3구간,77.07
22,05시 4구간,77.07
23,06시 1구간,77.07
24,06시 2구간,77.07
25,06시 3구간,77.07
26,06시 4구간,77.07
27,07시 1구간,77.51
28,07시 2구간,77.51
29,07시 3구간,77.51
30,07시 4구간,77.51
31,08시 1구간,77.51
32,08시 2구간,77.51
33,08시 3구간,77.51
34,08시 4구간,77.51
35,09시 1구간,79.21
36,09시 2구간,79.21
37,09시 3구간,79.21
38,09시 4구간,79.21
39,10시 1구간,80.05
40,10시 2구간,80.05
41,10시 3구간,80.05
42,10시 4구간,80.05
43,11시 1구간,83.22
44,11시 2구간,83.22
45,11시 3구간,83.22
46,11시 4구간,83.22
47,12시 1구간,83.16
48,12시 2구간,83.16
49,12시 3구간,83.16
50,12시 4구간,83.16
51,13시 1구간,83.16
52,13시 2구간,83.16
53,13시 3구간,83.16
54,13시 4구간,83.16
55,14시 1구간,83.59
56,14시 2구간,83.59
57,14시 3구간,83.59
58,14시 4구간,83.59
59,15시 1구간,83.59
60,15시 2구간,83.59
61,15시 3구간,83.59
62,15시 4구간,83.59
63,16시 1구간,88.85
64,16시 2구간,88.85
65,16시 3구간,88.85
66,16시 4구간,88.85
67,17시 1구간,87.71
68,17시 2구간,87.71
69,17시 3구간,87.71
70,17시 4구간,87.71
71,18시 1구간,88.96
72,18시 2구간,88.96
73,18시 3구간,88.96
74,18시 4구간,88.96
75,19시 1구간,88.96
76,19시 2구간,88.96
77,19시 3구간,88.96
78,19시 4구간,88.96
79,20시 1구간,88.96
80,20시 2구간,88.96
81,20시 3구간,88.96
82,20시 4구간,88.96
83,21시 1구간,88.96
84,21시 2구간,88.96
85,21시 3구간,88.96
86,21시 4구간,88.96
87,22시 1구간,88.39
88,22시 2구간,88.39
89,22시 3구간,88.39
90,22시 4구간,88.39
91,23시 1구간,88.39
92,23시 2구간,88.39
93,23시 3구간,88.39
94,23시 4구간,88.39
95,24시 1구간,88.96
96,24시 2구간,88.96
97,24시 3구간,88.96
98,24시 4구간,88.96
