,시간,02-11 (화)
0,최대,265.42
1,최소,100.23
2,가중평균,135.69
3,01시 1구간,103.12
4,01시 2구간,103.12
5,01시 3구간,103.12
6,01시 4구간,103.12
7,02시 1구간,101.0
8,02시 2구간,101.0
9,02시 3구간,101.0
10,02시 4구간,101.0
11,03시 1구간,100.23
12,03시 2구간,100.23
13,03시 3구간,100.23
14,03시 4구간,100.23
15,04시 1구간,144.74
16,04시 2구간,145.0
17,04시 3구간,145.7
18,04시 4구간,144.95
19,05시 1구간,145.38
20,05시 2구간,145.13
21,05시 3구간,146.39
22,05시 4구간,146.39
23,06시 1구간,146.39
24,06시 2구간,146.39
25,06시 3구간,146.39
26,06시 4구간,145.71
27,07시 1구간,122.49
28,07시 2구간,122.49
29,07시 3구간,122.49
30,07시 4구간,122.49
31,08시 1구간,134.24
32,08시 2구간,265.42
33,08시 3구간,134.24
34,08시 4구간,196.85
35,09시 1구간,195.28
36,09시 2구간,195.28
37,09시 3구간,145.7
38,09시 4구간,145.7
39,10시 1구간,150.33
40,10시 2구간,150.33
41,10시 3구간,150.33
42,10시 4구간,150.33
43,11시 1구간,146.24
44,11시 2구간,146.24
45,11시 3구간,144.44
46,11시 4구간,144.44
47,12시 1구간,145.55
48,12시 2구간,145.55
49,12시 3구간,145.55
50,12시 4구간,145.55
51,13시 1구간,131.36
52,13시 2구간,131.36
53,13시 3구간,131.36
54,13시 4구간,131.36
55,14시 1구간,131.37
56,14시 2구간,131.37
57,14시 3구간,131.37
58,14시 4구간,131.37
59,15시 1구간,132.15
60,15시 2구간,132.15
61,15시 3구간,132.15
62,15시 4구간,132.15
63,16시 1구간,131.37
64,16시 2구간,131.37
65,16시 3구간,131.37
66,16시 4구간,131.37
67,17시 1구간,132.15
68,17시 2구간,132.15
69,17시 3구간,132.15
70,17시 4구간,132.15
71,18시 1구간,143.04
72,18시 2구간,132.15
73,18시 3구간,147.74
74,18시 4구간,147.74
75,19시 1구간,148.07
76,19시 2구간,148.07
77,19시 3구간,148.07
78,19시 4구간,148.07
79,20시 1구간,148.0
80,20시 2구간,148.0
81,20시 3구간,148.0
82,20시 4구간,148.0
83,21시 1구간,148.0
84,21시 2구간,148.0
85,21시 3구간,148.0
86,21시 4구간,148.0
87,22시 1구간,113.98
88,22시 2구간,113.98
89,22시 3구간,113.98
90,22시 4구간,113.98
91,23시 1구간,113.98
92,23시 2구간,113.98
93,23시 3구간,113.98
94,23시 4구간,113.98
95,24시 1구간,113.98
96,24시 2구간,113.98
97,24시 3구간,113.98
98,24시 4구간,113.98
