,시간,12-10 (화)
0,최대,162.79
1,최소,80.77
2,가중평균,134.64
3,01시 1구간,106.1
4,01시 2구간,106.1
5,01시 3구간,106.1
6,01시 4구간,106.1
7,02시 1구간,82.77
8,02시 2구간,82.77
9,02시 3구간,82.77
10,02시 4구간,82.77
11,03시 1구간,80.77
12,03시 2구간,80.77
13,03시 3구간,80.77
14,03시 4구간,80.77
15,04시 1구간,80.77
16,04시 2구간,80.77
17,04시 3구간,80.77
18,04시 4구간,80.77
19,05시 1구간,80.77
20,05시 2구간,80.77
21,05시 3구간,80.77
22,05시 4구간,80.77
23,06시 1구간,91.53
24,06시 2구간,91.53
25,06시 3구간,91.53
26,06시 4구간,91.53
27,07시 1구간,93.38
28,07시 2구간,93.38
29,07시 3구간,93.38
30,07시 4구간,93.38
31,08시 1구간,159.96
32,08시 2구간,159.96
33,08시 3구간,159.96
34,08시 4구간,159.96
35,09시 1구간,161.46
36,09시 2구간,161.46
37,09시 3구간,161.46
38,09시 4구간,161.46
39,10시 1구간,161.32
40,10시 2구간,161.32
41,10시 3구간,161.32
42,10시 4구간,161.32
43,11시 1구간,162.79
44,11시 2구간,162.79
45,11시 3구간,162.79
46,11시 4구간,162.79
47,12시 1구간,147.13
48,12시 2구간,147.13
49,12시 3구간,147.13
50,12시 4구간,147.13
51,13시 1구간,138.02
52,13시 2구간,138.02
53,13시 3구간,138.02
54,13시 4구간,138.02
55,14시 1구간,146.33
56,14시 2구간,146.33
57,14시 3구간,146.33
58,14시 4구간,146.33
59,15시 1구간,147.13
60,15시 2구간,147.13
61,15시 3구간,147.13
62,15시 4구간,147.13
63,16시 1구간,158.57
64,16시 2구간,158.57
65,16시 3구간,158.57
66,16시 4구간,158.57
67,17시 1구간,148.06
68,17시 2구간,148.06
69,17시 3구간,148.06
70,17시 4구간,157.56
71,18시 1구간,156.83
72,18시 2구간,156.83
73,18시 3구간,156.83
74,18시 4구간,156.83
75,19시 1구간,156.34
76,19시 2구간,156.34
77,19시 3구간,156.34
78,19시 4구간,156.34
79,20시 1구간,156.38
80,20시 2구간,156.38
81,20시 3구간,156.38
82,20시 4구간,156.38
83,21시 1구간,156.38
84,21시 2구간,156.38
85,21시 3구간,156.38
86,21시 4구간,156.38
87,22시 1구간,156.38
88,22시 2구간,156.38
89,22시 3구간,156.13
90,22시 4구간,156.13
91,23시 1구간,122.66
92,23시 2구간,122.66
93,23시 3구간,122.66
94,23시 4구간,122.66
95,24시 1구간,120.16
96,24시 2구간,120.16
97,24시 3구간,120.16
98,24시 4구간,120.16
