,시간,12-19 (목)
0,최대,172.12
1,최소,82.66
2,가중평균,126.57
3,01시 1구간,102.64
4,01시 2구간,102.64
5,01시 3구간,102.64
6,01시 4구간,102.64
7,02시 1구간,91.57
8,02시 2구간,91.57
9,02시 3구간,91.57
10,02시 4구간,91.57
11,03시 1구간,91.28
12,03시 2구간,91.28
13,03시 3구간,91.28
14,03시 4구간,91.28
15,04시 1구간,82.66
16,04시 2구간,82.66
17,04시 3구간,82.66
18,04시 4구간,82.66
19,05시 1구간,91.17
20,05시 2구간,91.17
21,05시 3구간,91.17
22,05시 4구간,91.17
23,06시 1구간,91.87
24,06시 2구간,91.87
25,06시 3구간,91.87
26,06시 4구간,91.87
27,07시 1구간,111.76
28,07시 2구간,111.76
29,07시 3구간,111.76
30,07시 4구간,111.76
31,08시 1구간,116.28
32,08시 2구간,116.28
33,08시 3구간,116.28
34,08시 4구간,116.28
35,09시 1구간,143.33
36,09시 2구간,143.33
37,09시 3구간,143.33
38,09시 4구간,143.33
39,10시 1구간,172.12
40,10시 2구간,172.12
41,10시 3구간,172.12
42,10시 4구간,172.12
43,11시 1구간,162.3
44,11시 2구간,162.3
45,11시 3구간,162.3
46,11시 4구간,162.3
47,12시 1구간,128.78
48,12시 2구간,128.04
49,12시 3구간,126.18
50,12시 4구간,153.47
51,13시 1구간,141.85
52,13시 2구간,141.85
53,13시 3구간,141.85
54,13시 4구간,141.85
55,14시 1구간,142.0
56,14시 2구간,142.0
57,14시 3구간,142.0
58,14시 4구간,142.0
59,15시 1구간,143.33
60,15시 2구간,143.33
61,15시 3구간,143.33
62,15시 4구간,143.33
63,16시 1구간,145.85
64,16시 2구간,145.85
65,16시 3구간,145.85
66,16시 4구간,145.85
67,17시 1구간,143.57
68,17시 2구간,143.57
69,17시 3구간,143.57
70,17시 4구간,143.57
71,18시 1구간,143.33
72,18시 2구간,143.33
73,18시 3구간,143.33
74,18시 4구간,143.33
75,19시 1구간,141.73
76,19시 2구간,141.73
77,19시 3구간,141.73
78,19시 4구간,141.73
79,20시 1구간,141.2
80,20시 2구간,141.2
81,20시 3구간,141.2
82,20시 4구간,141.2
83,21시 1구간,135.81
84,21시 2구간,135.81
85,21시 3구간,135.81
86,21시 4구간,135.81
87,22시 1구간,120.02
88,22시 2구간,120.02
89,22시 3구간,120.02
90,22시 4구간,120.02
91,23시 1구간,107.98
92,23시 2구간,107.98
93,23시 3구간,107.98
94,23시 4구간,107.98
95,24시 1구간,110.54
96,24시 2구간,110.54
97,24시 3구간,110.54
98,24시 4구간,110.54
