,시간,02-27 (목)
0,최대,155.07
1,최소,88.86
2,가중평균,108.45
3,01시 1구간,97.37
4,01시 2구간,97.37
5,01시 3구간,97.37
6,01시 4구간,97.37
7,02시 1구간,88.86
8,02시 2구간,88.86
9,02시 3구간,88.86
10,02시 4구간,88.86
11,03시 1구간,88.86
12,03시 2구간,88.86
13,03시 3구간,88.86
14,03시 4구간,88.86
15,04시 1구간,88.86
16,04시 2구간,88.86
17,04시 3구간,88.86
18,04시 4구간,88.86
19,05시 1구간,88.86
20,05시 2구간,88.86
21,05시 3구간,88.86
22,05시 4구간,88.86
23,06시 1구간,98.32
24,06시 2구간,98.32
25,06시 3구간,98.32
26,06시 4구간,98.32
27,07시 1구간,99.28
28,07시 2구간,99.28
29,07시 3구간,99.28
30,07시 4구간,99.28
31,08시 1구간,153.05
32,08시 2구간,153.12
33,08시 3구간,153.59
34,08시 4구간,113.61
35,09시 1구간,155.07
36,09시 2구간,155.07
37,09시 3구간,155.07
38,09시 4구간,118.96
39,10시 1구간,118.94
40,10시 2구간,118.94
41,10시 3구간,118.94
42,10시 4구간,118.94
43,11시 1구간,118.91
44,11시 2구간,118.91
45,11시 3구간,118.91
46,11시 4구간,118.91
47,12시 1구간,117.09
48,12시 2구간,117.09
49,12시 3구간,117.09
50,12시 4구간,117.09
51,13시 1구간,100.23
52,13시 2구간,100.23
53,13시 3구간,100.23
54,13시 4구간,100.23
55,14시 1구간,102.15
56,14시 2구간,102.15
57,14시 3구간,102.15
58,14시 4구간,102.15
59,15시 1구간,102.32
60,15시 2구간,102.32
61,15시 3구간,102.32
62,15시 4구간,102.32
63,16시 1구간,112.76
64,16시 2구간,112.76
65,16시 3구간,112.76
66,16시 4구간,112.76
67,17시 1구간,112.76
68,17시 2구간,112.76
69,17시 3구간,112.76
70,17시 4구간,112.76
71,18시 1구간,113.15
72,18시 2구간,113.15
73,18시 3구간,113.15
74,18시 4구간,113.15
75,19시 1구간,113.34
76,19시 2구간,113.34
77,19시 3구간,113.34
78,19시 4구간,113.34
79,20시 1구간,113.4
80,20시 2구간,113.4
81,20시 3구간,113.4
82,20시 4구간,113.4
83,21시 1구간,107.64
84,21시 2구간,107.64
85,21시 3구간,107.64
86,21시 4구간,107.64
87,22시 1구간,107.64
88,22시 2구간,107.64
89,22시 3구간,107.64
90,22시 4구간,107.64
91,23시 1구간,107.64
92,23시 2구간,107.64
93,23시 3구간,107.64
94,23시 4구간,107.64
95,24시 1구간,107.64
96,24시 2구간,107.64
97,24시 3구간,107.64
98,24시 4구간,107.64
