,시간,12-04 (수)
0,최대,217.44
1,최소,80.52
2,가중평균,126.68
3,01시 1구간,112.45
4,01시 2구간,112.45
5,01시 3구간,112.45
6,01시 4구간,112.45
7,02시 1구간,80.66
8,02시 2구간,80.66
9,02시 3구간,80.66
10,02시 4구간,80.66
11,03시 1구간,80.52
12,03시 2구간,80.52
13,03시 3구간,80.52
14,03시 4구간,80.52
15,04시 1구간,80.52
16,04시 2구간,80.52
17,04시 3구간,80.52
18,04시 4구간,80.52
19,05시 1구간,80.52
20,05시 2구간,80.52
21,05시 3구간,80.52
22,05시 4구간,80.52
23,06시 1구간,82.56
24,06시 2구간,82.56
25,06시 3구간,82.56
26,06시 4구간,82.56
27,07시 1구간,115.9
28,07시 2구간,115.9
29,07시 3구간,115.9
30,07시 4구간,115.9
31,08시 1구간,116.1
32,08시 2구간,116.1
33,08시 3구간,116.1
34,08시 4구간,116.1
35,09시 1구간,143.4
36,09시 2구간,143.4
37,09시 3구간,143.4
38,09시 4구간,143.4
39,10시 1구간,144.2
40,10시 2구간,144.2
41,10시 3구간,144.2
42,10시 4구간,144.2
43,11시 1구간,143.4
44,11시 2구간,143.4
45,11시 3구간,143.4
46,11시 4구간,143.4
47,12시 1구간,142.44
48,12시 2구간,142.44
49,12시 3구간,142.44
50,12시 4구간,142.44
51,13시 1구간,144.53
52,13시 2구간,144.53
53,13시 3구간,144.53
54,13시 4구간,144.53
55,14시 1구간,137.27
56,14시 2구간,137.27
57,14시 3구간,137.27
58,14시 4구간,137.27
59,15시 1구간,138.26
60,15시 2구간,138.26
61,15시 3구간,138.26
62,15시 4구간,138.26
63,16시 1구간,143.07
64,16시 2구간,143.07
65,16시 3구간,143.07
66,16시 4구간,143.07
67,17시 1구간,217.44
68,17시 2구간,217.44
69,17시 3구간,143.4
70,17시 4구간,143.4
71,18시 1구간,143.04
72,18시 2구간,143.04
73,18시 3구간,143.04
74,18시 4구간,143.04
75,19시 1구간,161.38
76,19시 2구간,161.38
77,19시 3구간,161.38
78,19시 4구간,161.38
79,20시 1구간,142.32
80,20시 2구간,142.32
81,20시 3구간,142.32
82,20시 4구간,142.32
83,21시 1구간,142.95
84,21시 2구간,142.95
85,21시 3구간,142.95
86,21시 4구간,142.95
87,22시 1구간,121.84
88,22시 2구간,121.84
89,22시 3구간,121.84
90,22시 4구간,121.84
91,23시 1구간,116.06
92,23시 2구간,116.06
93,23시 3구간,116.06
94,23시 4구간,116.06
95,24시 1구간,107.27
96,24시 2구간,107.27
97,24시 3구간,107.27
98,24시 4구간,107.27
