,시간,04-01 (화)
0,최대,156.03
1,최소,-72.16
2,가중평균,119.08
3,01시 1구간,99.41
4,01시 2구간,99.41
5,01시 3구간,99.41
6,01시 4구간,99.41
7,02시 1구간,98.52
8,02시 2구간,98.52
9,02시 3구간,98.52
10,02시 4구간,98.52
11,03시 1구간,97.55
12,03시 2구간,97.55
13,03시 3구간,97.55
14,03시 4구간,97.55
15,04시 1구간,97.74
16,04시 2구간,97.74
17,04시 3구간,97.74
18,04시 4구간,97.74
19,05시 1구간,98.79
20,05시 2구간,98.79
21,05시 3구간,98.79
22,05시 4구간,98.79
23,06시 1구간,122.85
24,06시 2구간,122.85
25,06시 3구간,122.85
26,06시 4구간,122.85
27,07시 1구간,153.61
28,07시 2구간,153.61
29,07시 3구간,153.61
30,07시 4구간,153.61
31,08시 1구간,153.61
32,08시 2구간,153.61
33,08시 3구간,153.61
34,08시 4구간,153.61
35,09시 1구간,153.45
36,09시 2구간,153.45
37,09시 3구간,153.45
38,09시 4구간,153.45
39,10시 1구간,153.37
40,10시 2구간,152.09
41,10시 3구간,152.09
42,10시 4구간,152.09
43,11시 1구간,145.19
44,11시 2구간,145.19
45,11시 3구간,145.19
46,11시 4구간,145.19
47,12시 1구간,143.53
48,12시 2구간,-48.0
49,12시 3구간,-72.16
50,12시 4구간,-72.16
51,13시 1구간,-72.16
52,13시 2구간,-72.16
53,13시 3구간,-72.16
54,13시 4구간,-72.16
55,14시 1구간,-72.16
56,14시 2구간,-72.16
57,14시 3구간,-72.16
58,14시 4구간,-72.16
59,15시 1구간,116.7
60,15시 2구간,137.21
61,15시 3구간,137.21
62,15시 4구간,137.21
63,16시 1구간,156.03
64,16시 2구간,156.03
65,16시 3구간,156.03
66,16시 4구간,156.03
67,17시 1구간,137.21
68,17시 2구간,137.21
69,17시 3구간,137.21
70,17시 4구간,137.21
71,18시 1구간,151.89
72,18시 2구간,153.13
73,18시 3구간,153.13
74,18시 4구간,153.13
75,19시 1구간,154.65
76,19시 2구간,154.65
77,19시 3구간,154.65
78,19시 4구간,154.65
79,20시 1구간,154.81
80,20시 2구간,154.81
81,20시 3구간,154.81
82,20시 4구간,154.81
83,21시 1구간,154.81
84,21시 2구간,154.81
85,21시 3구간,154.81
86,21시 4구간,154.81
87,22시 1구간,154.97
88,22시 2구간,154.97
89,22시 3구간,154.97
90,22시 4구간,154.97
91,23시 1구간,154.97
92,23시 2구간,154.97
93,23시 3구간,154.97
94,23시 4구간,154.97
95,24시 1구간,149.12
96,24시 2구간,149.12
97,24시 3구간,149.12
98,24시 4구간,149.12
